sample	protein	length	hits	self	close	distal	match
GUT_GENOME188920	GUT_GENOME188920_00001	575	2	0.985294	0.759454	0	0
GUT_GENOME188920	GUT_GENOME188920_00002	152	5	0.996678	2.6711	0	0
GUT_GENOME188920	GUT_GENOME188920_00003	579	45	0.950215	12.7133	15.1107	2159
GUT_GENOME188920	GUT_GENOME188920_00004	113	1	0	0.731278	0	0
GUT_GENOME188920	GUT_GENOME188920_00005	48	0	0	0	0	0
GUT_GENOME188920	GUT_GENOME188920_00006	272	1	0	0.992933	0	0
GUT_GENOME188920	GUT_GENOME188920_00007	50	0	0	0	0	0
GUT_GENOME188920	GUT_GENOME188920_00008	197	1	0	1	0	0
GUT_GENOME188920	GUT_GENOME188920_00009	588	1	0	0.902066	0	0
GUT_GENOME188920	GUT_GENOME188920_00010	847	1	0	0.994703	0	0
GUT_GENOME188920	GUT_GENOME188920_00011	955	1	0	0.97042	0	0
GUT_GENOME188920	GUT_GENOME188920_00012	245	1	0	0.982036	0	0
GUT_GENOME188920	GUT_GENOME188920_00013	1552	1	0	0.805335	0	0
GUT_GENOME188920	GUT_GENOME188920_00014	78	0	0	0	0	0
GUT_GENOME188920	GUT_GENOME188920_00015	145	1	0	0.970909	0	0
GUT_GENOME188920	GUT_GENOME188920_00016	413	1	0	0.995062	0	0
GUT_GENOME188920	GUT_GENOME188920_00017	153	1	0	0.961661	0	0
GUT_GENOME188920	GUT_GENOME188920_00018	147	1	0	0.976744	0	0
GUT_GENOME188920	GUT_GENOME188920_00019	121	1	0	0.987603	0	0
GUT_GENOME188920	GUT_GENOME188920_00020	336	1	0	0.986486	0	0
GUT_GENOME188920	GUT_GENOME188920_00021	206	1	0	0.894578	0	0
GUT_GENOME188920	GUT_GENOME188920_00022	115	1	0	0.956897	0	0
GUT_GENOME188920	GUT_GENOME188920_00023	77	0	0	0	0	0
GUT_GENOME188920	GUT_GENOME188920_00024	526	0	0	0	0	0
GUT_GENOME188920	GUT_GENOME188920_00025	464	1	0	0.96276	0	0
GUT_GENOME188920	GUT_GENOME188920_00026	452	1	0	0.987978	0	0
GUT_GENOME188920	GUT_GENOME188920_00027	198	1	0	0.860104	0	0
GUT_GENOME188920	GUT_GENOME188920_00028	99	1	0	0.960674	0	0
GUT_GENOME188920	GUT_GENOME188920_00029	57	0	0	0	0	0
GUT_GENOME188920	GUT_GENOME188920_00031	90	0	0	0	0	0
GUT_GENOME188920	GUT_GENOME188920_00032	104	1	0	0.942584	0	0
GUT_GENOME188920	GUT_GENOME188920_00033	76	0	0	0	0	0
GUT_GENOME188920	GUT_GENOME188920_00034	87	0	0	0	0	0
GUT_GENOME188920	GUT_GENOME188920_00035	48	0	0	0	0	0
GUT_GENOME188920	GUT_GENOME188920_00036	138	0	0	0	0	0
GUT_GENOME188920	GUT_GENOME188920_00037	103	0	0	0	0	0
GUT_GENOME188920	GUT_GENOME188920_00038	224	0	0	0	0	0
GUT_GENOME188920	GUT_GENOME188920_00039	122	1	0	0.781116	0	0
GUT_GENOME188920	GUT_GENOME188920_00040	59	0	0	0	0	0
GUT_GENOME188920	GUT_GENOME188920_00041	91	1	0	0.967391	0	0
GUT_GENOME188920	GUT_GENOME188920_00042	72	0	0	0	0	0
GUT_GENOME188920	GUT_GENOME188920_00043	56	0	0	0	0	0
GUT_GENOME188920	GUT_GENOME188920_00044	521	31	0	2.13889	9.88304	2159
GUT_GENOME188920	GUT_GENOME188920_00045	87	0	0	0	0	0
GUT_GENOME188920	GUT_GENOME188920_00046	266	0	0	0	0	0
GUT_GENOME188920	GUT_GENOME188920_00047	110	1	0	0.96789	0	0
GUT_GENOME188920	GUT_GENOME188920_00048	121	1	0	0.804255	0	0
GUT_GENOME188920	GUT_GENOME188920_00049	108	1	0	0.880734	0	0
GUT_GENOME188920	GUT_GENOME188920_00050	386	5	0	2.47947	0	0
GUT_GENOME188920	GUT_GENOME188920_00051	334	7	0.955954	3.85318	0	0
GUT_GENOME188920	GUT_GENOME188920_00052	342	362	0.950495	8.12588	204.402	1239
GUT_GENOME188920	GUT_GENOME188920_00053	359	2	0.858806	0.851528	0	0
GUT_GENOME188920	GUT_GENOME188920_00054	272	16	0.920223	9.73284	0	0
GUT_GENOME188920	GUT_GENOME188920_00055	109	9	0	7.84038	0	0
GUT_GENOME188920	GUT_GENOME188920_00056	431	408	0.982679	13.657	205.054	2159
GUT_GENOME188920	GUT_GENOME188920_00057	260	7	0.939216	3.74902	0	0
GUT_GENOME188920	GUT_GENOME188920_00058	505	2	0.881937	0.865792	0	0
GUT_GENOME188920	GUT_GENOME188920_00059	330	35	1	10.7046	10.4676	2159
GUT_GENOME188920	GUT_GENOME188920_00060	454	136	1	13.0554	66.6024	2159
GUT_GENOME188920	GUT_GENOME188920_00061	348	65	1	11.9597	26.4866	2159
GUT_GENOME188920	GUT_GENOME188920_00062	268	29	0.990421	10.3525	6.57663	2159
GUT_GENOME188920	GUT_GENOME188920_00063	320	21	0.998387	12.3774	1.46613	2160
GUT_GENOME188920	GUT_GENOME188920_00064	282	17	0.987611	8.46018	1.48319	2160
GUT_GENOME188920	GUT_GENOME188920_00065	198	462	1	13.5718	273.915	2159
GUT_GENOME188920	GUT_GENOME188920_00066	64	0	0	0	0	0
GUT_GENOME188920	GUT_GENOME188920_00067	414	353	0.997515	14.9379	164.03	2159
GUT_GENOME188920	GUT_GENOME188920_00068	60	0	0	0	0	0
GUT_GENOME188920	GUT_GENOME188920_00069	56	0	0	0	0	0
GUT_GENOME188920	GUT_GENOME188920_00070	133	35	0	13.4335	16.0266	2159
GUT_GENOME188920	GUT_GENOME188920_00071	140	34	0	13.1047	14.0036	2159
GUT_GENOME188920	GUT_GENOME188920_00072	121	6	0	5.21397	0	0
GUT_GENOME188920	GUT_GENOME188920_00073	274	23	1	10.9452	3.38574	2160
GUT_GENOME188920	GUT_GENOME188920_00074	130	276	0	11.45	179.842	2158
GUT_GENOME188920	GUT_GENOME188920_00075	178	78	1	11.4885	34.0661	2159
GUT_GENOME188920	GUT_GENOME188920_00076	147	36	1	14.1643	13.0315	2159
GUT_GENOME188920	GUT_GENOME188920_00078	713	35	1	3.46809	13.7348	2316
GUT_GENOME188920	GUT_GENOME188920_00079	301	2	0.988095	0.931973	0	0
GUT_GENOME188920	GUT_GENOME188920_00080	187	421	1	10.0442	221.027	2159
GUT_GENOME188920	GUT_GENOME188920_00081	594	2	0.996564	0.954467	0	0
GUT_GENOME188920	GUT_GENOME188920_00082	2155	2	0.971119	0.61083	0	0
GUT_GENOME188920	GUT_GENOME188920_00083	320	180	0.998457	12.8704	90.8025	2158
GUT_GENOME188920	GUT_GENOME188920_00084	73	0	0	0	0	0
GUT_GENOME188920	GUT_GENOME188920_00085	172	39	1	11.8094	14.8963	2158
GUT_GENOME188920	GUT_GENOME188920_00086	88	3	0	2.78075	0	0
GUT_GENOME188920	GUT_GENOME188920_00087	191	6	0	4.55797	0	0
GUT_GENOME188920	GUT_GENOME188920_00088	186	59	1	13.5742	24.8964	2158
GUT_GENOME188920	GUT_GENOME188920_00089	454	41	1	13.358	14.1808	2159
GUT_GENOME188920	GUT_GENOME188920_00090	145	28	0.989247	12.3154	7.03943	2160
GUT_GENOME188920	GUT_GENOME188920_00091	152	71	1	11.8146	33.1854	2158
GUT_GENOME188920	GUT_GENOME188920_00092	213	358	1	13.5731	193.101	2159
GUT_GENOME188920	GUT_GENOME188920_00093	193	77	0.994521	11.2493	32.6438	2159
GUT_GENOME188920	GUT_GENOME188920_00094	148	41	1	13.0942	18.8297	2159
GUT_GENOME188920	GUT_GENOME188920_00095	109	15	1	12.0236	0	0
GUT_GENOME188920	GUT_GENOME188920_00096	178	180	0.994286	12.3771	91.2686	2158
GUT_GENOME188920	GUT_GENOME188920_00097	130	71	0	13.8604	39.7434	2159
GUT_GENOME188920	GUT_GENOME188920_00098	170	50	0	12.4507	21.8925	2159
GUT_GENOME188920	GUT_GENOME188920_00099	242	37	0.979079	13.0732	11.1799	2159
GUT_GENOME188920	GUT_GENOME188920_00100	117	6	0	5.17031	0	0
GUT_GENOME188920	GUT_GENOME188920_00101	132	52	0	13.2869	29.004	2159
GUT_GENOME188920	GUT_GENOME188920_00102	105	30	0	12.0512	14.2558	2159
GUT_GENOME188920	GUT_GENOME188920_00103	91	2	0.994253	0.95977	0	0
GUT_GENOME188920	GUT_GENOME188920_00104	113	31	0.982301	13.7257	12.3009	2159
GUT_GENOME188920	GUT_GENOME188920_00105	68	0	0	0	0	0
GUT_GENOME188920	GUT_GENOME188920_00106	250	401	0.949761	12.9928	200.06	2159
GUT_GENOME188920	GUT_GENOME188920_00107	154	43	0	12.2997	17.3029	2159
GUT_GENOME188920	GUT_GENOME188920_00108	136	45	0	13.1309	22.4873	2159
