sample	protein	length	hits	self	close	distal	match
GUT_GENOME057829	GUT_GENOME057829_00001	362	2	1.30459	0	0	0
GUT_GENOME057829	GUT_GENOME057829_00002	66	0	0	0	0	0
GUT_GENOME057829	GUT_GENOME057829_00003	137	11	8.22711	0	0	0
GUT_GENOME057829	GUT_GENOME057829_00004	359	257	8.4711	6.38873	85.1243	2
GUT_GENOME057829	GUT_GENOME057829_00005	259	8	5.23355	0	0	0
GUT_GENOME057829	GUT_GENOME057829_00006	1193	4	2.97677	0	0	0
GUT_GENOME057829	GUT_GENOME057829_00007	346	6	3.79217	0	0	0
GUT_GENOME057829	GUT_GENOME057829_00008	34	0	0	0	0	0
GUT_GENOME057829	GUT_GENOME057829_00009	199	5	3.65217	0	0	0
GUT_GENOME057829	GUT_GENOME057829_00010	201	6	4.13827	0	0.42963	1828736
GUT_GENOME057829	GUT_GENOME057829_00011	270	2	1.59302	0	0	0
GUT_GENOME057829	GUT_GENOME057829_00012	162	2	1.45485	0	0	0
GUT_GENOME057829	GUT_GENOME057829_00013	877	5	3.97615	0	0	0
GUT_GENOME057829	GUT_GENOME057829_00015	101	2	1.80303	0	0	0
GUT_GENOME057829	GUT_GENOME057829_00016	283	423	13.1234	16.9732	228.227	131567
GUT_GENOME057829	GUT_GENOME057829_00017	66	0	0	0	0	0
GUT_GENOME057829	GUT_GENOME057829_00018	376	49	13.198	4.75223	11.0064	224756
GUT_GENOME057829	GUT_GENOME057829_00019	69	0	0	0	0	0
GUT_GENOME057829	GUT_GENOME057829_00020	404	15	8.45253	1.06782	0	0
GUT_GENOME057829	GUT_GENOME057829_00021	267	130	7.67913	0	56.1791	1239
GUT_GENOME057829	GUT_GENOME057829_00022	224	352	8.93839	0	188.621	186802
GUT_GENOME057829	GUT_GENOME057829_00023	345	85	9.06223	0	36.2836	186802
GUT_GENOME057829	GUT_GENOME057829_00024	434	470	9.54513	10.4232	248.807	2
GUT_GENOME057829	GUT_GENOME057829_00025	675	86	7.78715	1.70924	37.1863	131567
GUT_GENOME057829	GUT_GENOME057829_00026	300	36	13.5559	10.7395	0.576923	523846
GUT_GENOME057829	GUT_GENOME057829_00027	304	42	13.1804	14.0826	0.615514	523846
GUT_GENOME057829	GUT_GENOME057829_00028	165	4	3.14626	0	0	0
GUT_GENOME057829	GUT_GENOME057829_00029	213	70	13.2009	14.818	13.2648	523846
GUT_GENOME057829	GUT_GENOME057829_00030	221	448	14.4258	14.9545	232.364	131567
GUT_GENOME057829	GUT_GENOME057829_00031	96	2	1.95833	0	0	0
GUT_GENOME057829	GUT_GENOME057829_00032	232	11	7.24634	0	0	0
GUT_GENOME057829	GUT_GENOME057829_00033	278	143	12.8241	16.2278	50.1981	2283794
GUT_GENOME057829	GUT_GENOME057829_00034	152	159	15.0365	15.3123	72.8704	523846
GUT_GENOME057829	GUT_GENOME057829_00035	240	19	10.4195	1.42373	0	0
GUT_GENOME057829	GUT_GENOME057829_00036	115	2	1.89848	0	0	0
GUT_GENOME057829	GUT_GENOME057829_00037	219	23	11.3742	3.14031	0	0
GUT_GENOME057829	GUT_GENOME057829_00038	397	36	12.3638	9.38095	0	0
GUT_GENOME057829	GUT_GENOME057829_00039	303	418	3.87081	0.651007	254.054	2
GUT_GENOME057829	GUT_GENOME057829_00040	237	400	13.8795	13.981	203.689	2283794
GUT_GENOME057829	GUT_GENOME057829_00041	493	466	12.8225	14.1056	237.161	523846
GUT_GENOME057829	GUT_GENOME057829_00042	89	6	5.6129	0	0	0
GUT_GENOME057829	GUT_GENOME057829_00043	160	7	5.49836	0	0	0
GUT_GENOME057829	GUT_GENOME057829_00044	88	0	0	0	0	0
GUT_GENOME057829	GUT_GENOME057829_00045	116	0	0	0	0	0
GUT_GENOME057829	GUT_GENOME057829_00046	94	3	2.95455	0	0	0
GUT_GENOME057829	GUT_GENOME057829_00047	229	25	12.6742	3.1236	0.566292	523846
GUT_GENOME057829	GUT_GENOME057829_00048	131	2	1.62791	0	0	0
GUT_GENOME057829	GUT_GENOME057829_00049	60	0	0	0	0	0
GUT_GENOME057829	GUT_GENOME057829_00050	282	8	5.90926	0	0	0
GUT_GENOME057829	GUT_GENOME057829_00051	293	414	11.1031	15.8174	281.53	131567
GUT_GENOME057829	GUT_GENOME057829_00052	281	9	5.45848	0	0	0
GUT_GENOME057829	GUT_GENOME057829_00053	2226	19	10.1877	0.713373	0	0
GUT_GENOME057829	GUT_GENOME057829_00054	583	35	11.9576	10.8992	0	0
GUT_GENOME057829	GUT_GENOME057829_00055	198	5	3.41565	0	0	0
GUT_GENOME057829	GUT_GENOME057829_00056	99	2	1.94301	0	0	0
GUT_GENOME057829	GUT_GENOME057829_00057	568	42	12.7261	12.6976	1.05331	523846
GUT_GENOME057829	GUT_GENOME057829_00058	141	7	5.56296	0	0	0
GUT_GENOME057829	GUT_GENOME057829_00059	55	0	0	0	0	0
GUT_GENOME057829	GUT_GENOME057829_00060	393	44	14.0026	17.017	0.630065	523846
GUT_GENOME057829	GUT_GENOME057829_00061	322	470	12.629	16.2353	212.836	2
GUT_GENOME057829	GUT_GENOME057829_00062	292	7	4.85019	0	0	0
GUT_GENOME057829	GUT_GENOME057829_00063	473	88	13.9757	13.7653	22.9683	28890
GUT_GENOME057829	GUT_GENOME057829_00064	412	26	13.098	4.10784	0	0
GUT_GENOME057829	GUT_GENOME057829_00065	170	2	1.84906	0	0	0
GUT_GENOME057829	GUT_GENOME057829_00066	265	389	14.0115	17.0229	173.878	523846
GUT_GENOME057829	GUT_GENOME057829_00067	425	28	11.4589	6.5	2.44565	2594042
GUT_GENOME057829	GUT_GENOME057829_00068	426	2	1.9197	0	0	0
GUT_GENOME057829	GUT_GENOME057829_00069	171	313	9.46647	9.29446	150.195	131567
GUT_GENOME057829	GUT_GENOME057829_00070	145	17	10.3559	1.25979	0	0
GUT_GENOME057829	GUT_GENOME057829_00071	433	343	14.5411	17.6999	162.567	131567
GUT_GENOME057829	GUT_GENOME057829_00072	1671	10	5.93777	0.46642	0	0
GUT_GENOME057829	GUT_GENOME057829_00073	1011	2	1.84506	0	0	0
GUT_GENOME057829	GUT_GENOME057829_00074	236	13	8.80415	0	0	0
GUT_GENOME057829	GUT_GENOME057829_00075	214	29	10.9975	7.32323	0	0
GUT_GENOME057829	GUT_GENOME057829_00076	112	3	2.72727	0	0	0
GUT_GENOME057829	GUT_GENOME057829_00077	104	2	1.9902	0	0	0
GUT_GENOME057829	GUT_GENOME057829_00078	520	9	6.56867	0	0	0
GUT_GENOME057829	GUT_GENOME057829_00079	165	12	5.43865	0	2.13497	2
GUT_GENOME057829	GUT_GENOME057829_00080	323	64	14.3133	18.4652	15.0222	2283794
GUT_GENOME057829	GUT_GENOME057829_00081	257	2	1.85676	0	0	0
GUT_GENOME057829	GUT_GENOME057829_00082	250	2	1.87919	0	0	0
GUT_GENOME057829	GUT_GENOME057829_00083	306	2	1.72678	0	0	0
GUT_GENOME057829	GUT_GENOME057829_00084	137	2	1.95357	0	0	0
GUT_GENOME057829	GUT_GENOME057829_00085	118	2	1.8583	0	0	0
GUT_GENOME057829	GUT_GENOME057829_00086	249	2	1.90646	0	0	0
GUT_GENOME057829	GUT_GENOME057829_00087	271	2	1.88469	0	0	0
GUT_GENOME057829	GUT_GENOME057829_00088	254	184	1.97988	0.863179	107.203	131567
GUT_GENOME057829	GUT_GENOME057829_00089	233	2	1.80659	0	0	0
GUT_GENOME057829	GUT_GENOME057829_00090	181	428	9.65416	0	274.161	2
GUT_GENOME057829	GUT_GENOME057829_00091	232	9	7.75262	0	0	0
GUT_GENOME057829	GUT_GENOME057829_00092	1453	2	1.86142	0	0	0
GUT_GENOME057829	GUT_GENOME057829_00093	466	2	1.99377	0	0	0
GUT_GENOME057829	GUT_GENOME057829_00094	95	1	0.968586	0	0	0
GUT_GENOME057829	GUT_GENOME057829_00095	179	1	0.718841	0	0	0
GUT_GENOME057829	GUT_GENOME057829_00096	157	1	0	0	0.600639	945713
GUT_GENOME057829	GUT_GENOME057829_00097	72	0	0	0	0	0
GUT_GENOME057829	GUT_GENOME057829_00098	422	3	1.99649	0	0	0
GUT_GENOME057829	GUT_GENOME057829_00099	443	1	0.855006	0	0	0
GUT_GENOME057829	GUT_GENOME057829_00100	75	0	0	0	0	0
GUT_GENOME057829	GUT_GENOME057829_00101	329	2	1.9374	0	0	0
GUT_GENOME057829	GUT_GENOME057829_00102	89	1	0.988304	0	0	0
GUT_GENOME057829	GUT_GENOME057829_00103	181	6	3.81714	0.728571	0	0
GUT_GENOME057829	GUT_GENOME057829_00104	308	6	3.8363	0.680713	0	0
GUT_GENOME057829	GUT_GENOME057829_00105	364	2	0.986281	0	0	0
GUT_GENOME057829	GUT_GENOME057829_00106	183	1	0.946281	0	0	0
GUT_GENOME057829	GUT_GENOME057829_00107	158	2	1.9932	0	0	0
GUT_GENOME057829	GUT_GENOME057829_00108	52	0	0	0	0	0
GUT_GENOME057829	GUT_GENOME057829_00109	222	1	0.872247	0	0	0
GUT_GENOME057829	GUT_GENOME057829_00110	312	1	0.888357	0	0	0
GUT_GENOME057829	GUT_GENOME057829_00111	307	2	1.80037	0	0	0
GUT_GENOME057829	GUT_GENOME057829_00112	173	2	1.86486	0	0	0
GUT_GENOME057829	GUT_GENOME057829_00113	414	2	1.80029	0	0	0
GUT_GENOME057829	GUT_GENOME057829_00114	217	2	1.90136	0	0	0
GUT_GENOME057829	GUT_GENOME057829_00115	479	2	1.4803	0	0	0
GUT_GENOME057829	GUT_GENOME057829_00116	477	4	3.03893	0	0	0
GUT_GENOME057829	GUT_GENOME057829_00117	294	2	1.99828	0	0	0
GUT_GENOME057829	GUT_GENOME057829_00118	470	13	8.06813	1.49161	0	0
GUT_GENOME057829	GUT_GENOME057829_00119	116	2	1.96581	0	0	0
GUT_GENOME057829	GUT_GENOME057829_00120	307	2	1.67337	0	0	0
GUT_GENOME057829	GUT_GENOME057829_00121	403	9	4.71824	1.05283	0	0
GUT_GENOME057829	GUT_GENOME057829_00122	66	0	0	0	0	0
GUT_GENOME057829	GUT_GENOME057829_00123	527	4	3.39906	0	0	0
GUT_GENOME057829	GUT_GENOME057829_00124	359	6	5.18355	0	0	0
GUT_GENOME057829	GUT_GENOME057829_00125	143	2	1.85714	0	0	0
GUT_GENOME057829	GUT_GENOME057829_00126	180	172	1.93484	0	107.04	1239
GUT_GENOME057829	GUT_GENOME057829_00127	121	1	0.974359	0	0	0
GUT_GENOME057829	GUT_GENOME057829_00128	272	19	8.09006	4.96248	0.637899	499207
GUT_GENOME057829	GUT_GENOME057829_00129	191	12	7.13882	0	0	0
GUT_GENOME057829	GUT_GENOME057829_00130	169	1	0.967164	0	0	0
GUT_GENOME057829	GUT_GENOME057829_00131	268	1	0.996276	0	0	0
GUT_GENOME057829	GUT_GENOME057829_00132	124	0	0	0	0	0
GUT_GENOME057829	GUT_GENOME057829_00133	100	0	0	0	0	0
GUT_GENOME057829	GUT_GENOME057829_00134	35	0	0	0	0	0
GUT_GENOME057829	GUT_GENOME057829_00135	47	0	0	0	0	0
GUT_GENOME057829	GUT_GENOME057829_00136	47	0	0	0	0	0
GUT_GENOME057829	GUT_GENOME057829_00137	548	452	11.5113	14.8821	260.772	131567
GUT_GENOME057829	GUT_GENOME057829_00138	193	153	9.18133	8.152	65.616	28890
GUT_GENOME057829	GUT_GENOME057829_00139	545	182	5.09121	1.36703	100.9	1239
GUT_GENOME057829	GUT_GENOME057829_00140	200	3	2.59352	0	0	0
GUT_GENOME057829	GUT_GENOME057829_00141	219	2	1.97215	0	0	0
GUT_GENOME057829	GUT_GENOME057829_00142	133	10	5.49799	2.39357	0	0
GUT_GENOME057829	GUT_GENOME057829_00144	354	2	1.97401	0	0	0
GUT_GENOME057829	GUT_GENOME057829_00145	316	15	8.2252	1.91969	0.508661	1633135
GUT_GENOME057829	GUT_GENOME057829_00146	111	2	1.87665	0	0	0
GUT_GENOME057829	GUT_GENOME057829_00147	192	2	1.59601	0	0	0
GUT_GENOME057829	GUT_GENOME057829_00148	234	2	1.95405	0	0	0
GUT_GENOME057829	GUT_GENOME057829_00149	142	2	1.98195	0	0	0
GUT_GENOME057829	GUT_GENOME057829_00150	162	2	1.62538	0	0	0
GUT_GENOME057829	GUT_GENOME057829_00151	147	5	3.68794	0	0	0
GUT_GENOME057829	GUT_GENOME057829_00152	90	2	1.95161	0	0	0
GUT_GENOME057829	GUT_GENOME057829_00153	91	1	0.982456	0	0	0
GUT_GENOME057829	GUT_GENOME057829_00154	59	0	0	0	0	0
GUT_GENOME057829	GUT_GENOME057829_00155	261	2	1.79087	0	0	0
GUT_GENOME057829	GUT_GENOME057829_00156	384	37	8.12548	0.638924	12.3099	2
GUT_GENOME057829	GUT_GENOME057829_00157	290	32	9.58059	7.63432	1.69844	523846
GUT_GENOME057829	GUT_GENOME057829_00158	444	45	9.0474	10.215	9.21734	2283794
GUT_GENOME057829	GUT_GENOME057829_00159	208	8	5.70188	0	0	0
GUT_GENOME057829	GUT_GENOME057829_00160	226	39	11.1701	10.7931	1.0046	2191
GUT_GENOME057829	GUT_GENOME057829_00161	182	6	4.46373	0	0	0
GUT_GENOME057829	GUT_GENOME057829_00162	880	2	1.59975	0	0	0
GUT_GENOME057829	GUT_GENOME057829_00163	2530	2	1.71592	0	0	0
GUT_GENOME057829	GUT_GENOME057829_00164	456	20	11.0243	0.467991	0.49117	523846
GUT_GENOME057829	GUT_GENOME057829_00165	185	12	8.22343	0	0	0
GUT_GENOME057829	GUT_GENOME057829_00166	376	91	15.6671	14.055	25.3054	28890
GUT_GENOME057829	GUT_GENOME057829_00167	264	320	14.343	13.9612	177.977	131567
GUT_GENOME057829	GUT_GENOME057829_00168	69	0	0	0	0	0
GUT_GENOME057829	GUT_GENOME057829_00169	1460	4	3.2455	0	0	0
GUT_GENOME057829	GUT_GENOME057829_00170	179	37	11.6858	9.8388	0	0
GUT_GENOME057829	GUT_GENOME057829_00171	284	7	4.94394	0	0	0
GUT_GENOME057829	GUT_GENOME057829_00172	395	18	5.35422	0	4.96803	203491
GUT_GENOME057829	GUT_GENOME057829_00173	168	8	5.5	0	0	0
GUT_GENOME057829	GUT_GENOME057829_00174	221	164	12.828	13.7385	61.1078	2157
GUT_GENOME057829	GUT_GENOME057829_00175	155	8	5.72755	0	0	0
GUT_GENOME057829	GUT_GENOME057829_00176	223	49	12.6493	9.49547	7.21946	2283794
GUT_GENOME057829	GUT_GENOME057829_00177	338	34	11.9697	10.8453	0.448166	523846
GUT_GENOME057829	GUT_GENOME057829_00178	291	2	1.97473	0	0	0
GUT_GENOME057829	GUT_GENOME057829_00179	42	0	0	0	0	0
GUT_GENOME057829	GUT_GENOME057829_00180	158	2	1.83529	0	0	0
GUT_GENOME057829	GUT_GENOME057829_00181	525	14	9.13645	0	0	0
GUT_GENOME057829	GUT_GENOME057829_00182	660	42	13.4341	16.2081	0	0
GUT_GENOME057829	GUT_GENOME057829_00183	518	2	1.81714	0	0	0
GUT_GENOME057829	GUT_GENOME057829_00184	441	19	11.9989	1.06995	0	0
GUT_GENOME057829	GUT_GENOME057829_00185	172	7	5.15014	0	0	0
GUT_GENOME057829	GUT_GENOME057829_00186	324	38	11.9985	13.586	0	0
GUT_GENOME057829	GUT_GENOME057829_00187	85	1	1	0	0	0
GUT_GENOME057829	GUT_GENOME057829_00188	186	20	6.94051	5.50991	0	0
GUT_GENOME057829	GUT_GENOME057829_00189	174	6	4.21159	0	0	0
GUT_GENOME057829	GUT_GENOME057829_00190	383	37	13.7664	9.31758	0.509186	523846
GUT_GENOME057829	GUT_GENOME057829_00191	163	72	10.7606	13.5515	21.2576	2206
GUT_GENOME057829	GUT_GENOME057829_00192	178	23	10.2535	3.65915	0.543662	523846
GUT_GENOME057829	GUT_GENOME057829_00193	768	34	13.2888	10.0753	0	0
GUT_GENOME057829	GUT_GENOME057829_00194	312	36	11.3193	8.89408	3.09813	2206
GUT_GENOME057829	GUT_GENOME057829_00195	202	10	7.25	0	0	0
GUT_GENOME057829	GUT_GENOME057829_00196	415	35	10.3397	10.1974	0.520335	523846
GUT_GENOME057829	GUT_GENOME057829_00197	256	58	11.5417	13.0813	9.62897	131567
GUT_GENOME057829	GUT_GENOME057829_00198	238	10	6.6898	0	0	0
GUT_GENOME057829	GUT_GENOME057829_00199	259	2	1.85127	0	0	0
GUT_GENOME057829	GUT_GENOME057829_00200	95	3	2.80628	0	0	0
GUT_GENOME057829	GUT_GENOME057829_00201	458	44	12.8253	16.345	2.38537	523846
