sample	protein	length	hits	self	close	distal	match
GUT_GENOME055714	GUT_GENOME055714_00001	112	1	0.971098	0	0	0
GUT_GENOME055714	GUT_GENOME055714_00002	206	2	1.88529	0	0	0
GUT_GENOME055714	GUT_GENOME055714_00003	304	43	12.4623	14.9843	1.46698	523846
GUT_GENOME055714	GUT_GENOME055714_00004	220	91	6.06682	1.35189	38.412	186802
GUT_GENOME055714	GUT_GENOME055714_00005	371	46	13.7592	13.338	3.03944	523846
GUT_GENOME055714	GUT_GENOME055714_00006	180	54	13.9855	12.5768	9.68406	2283794
GUT_GENOME055714	GUT_GENOME055714_00007	290	353	13.7048	15.0034	149.828	523846
GUT_GENOME055714	GUT_GENOME055714_00008	375	398	14.0971	14.4295	182.847	2283794
GUT_GENOME055714	GUT_GENOME055714_00009	69	0	0	0	0	0
GUT_GENOME055714	GUT_GENOME055714_00010	163	40	11.7003	9.71924	4.44795	131567
GUT_GENOME055714	GUT_GENOME055714_00011	243	33	12.1389	9.99145	0	0
GUT_GENOME055714	GUT_GENOME055714_00012	267	42	10.3996	14.0995	2.50633	131567
GUT_GENOME055714	GUT_GENOME055714_00013	85	0	0	0	0	0
GUT_GENOME055714	GUT_GENOME055714_00014	179	47	13.9865	12.3595	4.78378	523846
GUT_GENOME055714	GUT_GENOME055714_00015	257	7	5.42405	0	0	0
GUT_GENOME055714	GUT_GENOME055714_00016	366	11	7.38143	0	0	0
GUT_GENOME055714	GUT_GENOME055714_00017	393	19	10.684	1.45124	0	0
GUT_GENOME055714	GUT_GENOME055714_00018	226	36	10.2349	12.2586	1.07974	523846
GUT_GENOME055714	GUT_GENOME055714_00019	163	47	2.39755	0	23.4862	2
GUT_GENOME055714	GUT_GENOME055714_00020	121	2	1.78541	0	0	0
GUT_GENOME055714	GUT_GENOME055714_00021	569	228	14.5328	17.1995	105.781	28890
GUT_GENOME055714	GUT_GENOME055714_00022	364	445	15.5217	18.0081	260.575	131567
GUT_GENOME055714	GUT_GENOME055714_00023	283	27	10.6667	4.17714	0.457143	523846
GUT_GENOME055714	GUT_GENOME055714_00024	445	4	3.01876	0	0	0
GUT_GENOME055714	GUT_GENOME055714_00025	506	7	4.80352	0	0	0
GUT_GENOME055714	GUT_GENOME055714_00026	555	11	7.05435	0	0	0
GUT_GENOME055714	GUT_GENOME055714_00027	348	90	13.9111	20.1396	24.1819	523846
GUT_GENOME055714	GUT_GENOME055714_00028	234	12	7.43384	0.457701	0	0
GUT_GENOME055714	GUT_GENOME055714_00029	436	18	10.0408	1.03237	0	0
GUT_GENOME055714	GUT_GENOME055714_00030	84	0	0	0	0	0
GUT_GENOME055714	GUT_GENOME055714_00031	153	7	5.32781	0	0	0
GUT_GENOME055714	GUT_GENOME055714_00032	409	19	12.439	0.483019	0	0
GUT_GENOME055714	GUT_GENOME055714_00033	102	27	14.3645	8.94392	0	0
GUT_GENOME055714	GUT_GENOME055714_00034	257	37	12.9284	9.23658	1.4493	523846
GUT_GENOME055714	GUT_GENOME055714_00035	321	7	4.47885	0	0	0
GUT_GENOME055714	GUT_GENOME055714_00036	349	16	8.43288	0	0	0
GUT_GENOME055714	GUT_GENOME055714_00037	309	39	13.3855	11.1694	1.50323	523846
GUT_GENOME055714	GUT_GENOME055714_00038	401	32	12.7354	6.38856	2.00238	523846
GUT_GENOME055714	GUT_GENOME055714_00039	685	106	13.9778	5.69506	41.1145	28890
GUT_GENOME055714	GUT_GENOME055714_00040	262	36	12.497	4.97796	5.17234	224756
GUT_GENOME055714	GUT_GENOME055714_00041	99	3	2.84946	0	0	0
GUT_GENOME055714	GUT_GENOME055714_00042	213	9	6.18205	0.512821	0	0
GUT_GENOME055714	GUT_GENOME055714_00043	219	2	1.93384	0	0	0
GUT_GENOME055714	GUT_GENOME055714_00044	638	3	2.41031	0	0	0
GUT_GENOME055714	GUT_GENOME055714_00045	774	2	1.77236	0	0	0
GUT_GENOME055714	GUT_GENOME055714_00046	762	1	0.997915	0	0	0
GUT_GENOME055714	GUT_GENOME055714_00047	832	3	2.4809	0	0	0
GUT_GENOME055714	GUT_GENOME055714_00048	882	3	2.33353	0	0	0
GUT_GENOME055714	GUT_GENOME055714_00049	192	22	12.2487	3.24615	0	0
GUT_GENOME055714	GUT_GENOME055714_00050	267	87	9.96952	6.10095	32.741	131567
GUT_GENOME055714	GUT_GENOME055714_00051	337	152	9.77377	5.46393	66.8115	28890
GUT_GENOME055714	GUT_GENOME055714_00052	366	14	9.62414	0	0	0
GUT_GENOME055714	GUT_GENOME055714_00053	249	12	6.75876	0.964948	0	0
GUT_GENOME055714	GUT_GENOME055714_00054	196	47	14.2394	10.2473	5.30851	523846
GUT_GENOME055714	GUT_GENOME055714_00055	289	14	9.2993	0	0	0
GUT_GENOME055714	GUT_GENOME055714_00056	304	36	12.7093	10.1794	0	0
GUT_GENOME055714	GUT_GENOME055714_00057	432	374	14.777	17.1549	180.552	523846
GUT_GENOME055714	GUT_GENOME055714_00058	364	175	13.4648	15.3429	69.3486	28890
GUT_GENOME055714	GUT_GENOME055714_00059	404	26	11.1278	3.98511	0.48139	523846
GUT_GENOME055714	GUT_GENOME055714_00060	155	136	14.3388	13.5428	56.2138	28890
GUT_GENOME055714	GUT_GENOME055714_00061	53	0	0	0	0	0
GUT_GENOME055714	GUT_GENOME055714_00062	274	432	15.2309	15.1909	206.755	523846
GUT_GENOME055714	GUT_GENOME055714_00063	311	18	10.5641	0.50625	0	0
GUT_GENOME055714	GUT_GENOME055714_00064	116	2	1.89956	0	0	0
GUT_GENOME055714	GUT_GENOME055714_00065	459	12	7.66507	0	0	0
GUT_GENOME055714	GUT_GENOME055714_00066	144	462	13.2724	14.4452	290.455	131567
GUT_GENOME055714	GUT_GENOME055714_00067	388	304	12.075	13.392	132.599	131567
GUT_GENOME055714	GUT_GENOME055714_00068	134	8	6.26071	0	0	0
GUT_GENOME055714	GUT_GENOME055714_00069	358	3	2.45095	0	0	0
GUT_GENOME055714	GUT_GENOME055714_00070	427	44	13.1555	17.1427	1.57657	523846
GUT_GENOME055714	GUT_GENOME055714_00071	286	37	14.0275	10.1151	0.532646	523846
GUT_GENOME055714	GUT_GENOME055714_00072	193	41	13.2546	10.9948	0.461942	1069083
GUT_GENOME055714	GUT_GENOME055714_00073	306	27	11.5061	2.73137	1.18371	523846
GUT_GENOME055714	GUT_GENOME055714_00074	215	55	11.019	9.14286	9.61191	28890
GUT_GENOME055714	GUT_GENOME055714_00075	114	2	1.97608	0	0	0
GUT_GENOME055714	GUT_GENOME055714_00076	98	3	2.86082	0	0	0
GUT_GENOME055714	GUT_GENOME055714_00077	98	2	1.94652	0	0	0
GUT_GENOME055714	GUT_GENOME055714_00078	356	378	8.23977	5.92105	203.091	131567
GUT_GENOME055714	GUT_GENOME055714_00079	203	3	2.71688	0	0	0
GUT_GENOME055714	GUT_GENOME055714_00080	772	42	15.9244	14.7384	2.07623	523846
GUT_GENOME055714	GUT_GENOME055714_00081	1097	45	14.2673	14.7586	2.52451	2182
GUT_GENOME055714	GUT_GENOME055714_00082	252	3	2.13647	0	0	0
GUT_GENOME055714	GUT_GENOME055714_00083	158	105	12.4543	6.50158	41.0221	131567
GUT_GENOME055714	GUT_GENOME055714_00084	527	41	15.126	15.1601	0.642134	523846
GUT_GENOME055714	GUT_GENOME055714_00085	320	142	13.3222	18.8016	53.1365	523846
GUT_GENOME055714	GUT_GENOME055714_00086	263	9	5.87977	0	0	0
GUT_GENOME055714	GUT_GENOME055714_00087	360	38	12.4241	10.7304	0	0
GUT_GENOME055714	GUT_GENOME055714_00088	430	2	1.84425	0	0	0
GUT_GENOME055714	GUT_GENOME055714_00089	160	6	4.98367	0	0	0
GUT_GENOME055714	GUT_GENOME055714_00090	448	15	8.91001	0.966254	0	0
GUT_GENOME055714	GUT_GENOME055714_00091	165	6	4.35016	0	0	0
GUT_GENOME055714	GUT_GENOME055714_00092	80	0	0	0	0	0
GUT_GENOME055714	GUT_GENOME055714_00093	203	5	3.53908	0	0	0
GUT_GENOME055714	GUT_GENOME055714_00094	146	2	1.93772	0	0	0
GUT_GENOME055714	GUT_GENOME055714_00095	288	17	11.3074	0.54417	0	0
GUT_GENOME055714	GUT_GENOME055714_00096	67	0	0	0	0	0
GUT_GENOME055714	GUT_GENOME055714_00097	305	42	12.7204	14.9671	0.53125	523846
GUT_GENOME055714	GUT_GENOME055714_00098	385	11	8.31678	0	0	0
GUT_GENOME055714	GUT_GENOME055714_00099	285	37	10.7737	13.4033	0.629562	523846
GUT_GENOME055714	GUT_GENOME055714_00100	82	0	0	0	0	0
GUT_GENOME055714	GUT_GENOME055714_00101	534	42	12.4447	12.8374	0.538688	523846
GUT_GENOME055714	GUT_GENOME055714_00102	174	152	12.9532	16.2515	62.1901	28890
GUT_GENOME055714	GUT_GENOME055714_00103	80	7	6.63333	0	0	0
GUT_GENOME055714	GUT_GENOME055714_00104	381	231	14.498	17.7978	97.6825	523846
GUT_GENOME055714	GUT_GENOME055714_00105	288	408	15.3904	14.137	199.267	2283794
GUT_GENOME055714	GUT_GENOME055714_00106	70	0	0	0	0	0
GUT_GENOME055714	GUT_GENOME055714_00107	81	1	1	0	0	0
GUT_GENOME055714	GUT_GENOME055714_00108	276	81	14.4168	16.6527	19.6527	523846
GUT_GENOME055714	GUT_GENOME055714_00109	230	4	3.08467	0	0	0
GUT_GENOME055714	GUT_GENOME055714_00110	249	448	8.40974	15.0325	283.158	131567
GUT_GENOME055714	GUT_GENOME055714_00111	282	37	9.54792	13.9146	3.16667	523846
GUT_GENOME055714	GUT_GENOME055714_00112	291	155	7.94455	14.2865	59.3346	131567
GUT_GENOME055714	GUT_GENOME055714_00113	269	50	8.48814	14.1364	6.09091	523846
GUT_GENOME055714	GUT_GENOME055714_00114	293	33	9.529	10.6661	0.502636	523846
GUT_GENOME055714	GUT_GENOME055714_00115	197	2	1.8058	0	0	0
GUT_GENOME055714	GUT_GENOME055714_00116	204	26	10.6624	5.89848	0	0
GUT_GENOME055714	GUT_GENOME055714_00117	255	18	11.6047	0.483366	0	0
GUT_GENOME055714	GUT_GENOME055714_00118	408	70	13.3768	18.5157	17.9408	28890
GUT_GENOME055714	GUT_GENOME055714_00119	137	18	11.3022	0.626866	1.90299	131567
GUT_GENOME055714	GUT_GENOME055714_00120	81	0	0	0	0	0
GUT_GENOME055714	GUT_GENOME055714_00121	334	5	2.40451	1.32782	0	0
GUT_GENOME055714	GUT_GENOME055714_00122	381	15	9.84311	0	0	0
GUT_GENOME055714	GUT_GENOME055714_00123	405	33	12.7877	7.60301	0	0
GUT_GENOME055714	GUT_GENOME055714_00124	716	46	14.525	17.7461	0.649786	523846
GUT_GENOME055714	GUT_GENOME055714_00125	1090	46	12.8798	17.2828	0.585322	523846
GUT_GENOME055714	GUT_GENOME055714_00126	401	467	12.6833	14.7385	233.215	28890
GUT_GENOME055714	GUT_GENOME055714_00127	117	2	1.93991	0	0	0
GUT_GENOME055714	GUT_GENOME055714_00128	233	38	13.5931	10.8485	1.08009	523846
GUT_GENOME055714	GUT_GENOME055714_00129	422	136	13.9695	15.6012	49.2488	2283794
GUT_GENOME055714	GUT_GENOME055714_00130	662	284	15.6064	16.7818	120.311	523846
GUT_GENOME055714	GUT_GENOME055714_00131	301	10	7.01083	0	0	0
GUT_GENOME055714	GUT_GENOME055714_00132	51	0	0	0	0	0
GUT_GENOME055714	GUT_GENOME055714_00133	311	454	16.6633	16.66	231.67	523846
GUT_GENOME055714	GUT_GENOME055714_00134	777	9	5.68307	0	0	0
GUT_GENOME055714	GUT_GENOME055714_00135	530	24	11.2075	3.58921	0	0
GUT_GENOME055714	GUT_GENOME055714_00136	181	312	13.2674	12.5465	146.77	523846
GUT_GENOME055714	GUT_GENOME055714_00137	179	18	11.4723	1.00583	0	0
GUT_GENOME055714	GUT_GENOME055714_00138	395	78	13.0193	13.8306	21.5148	2283794
GUT_GENOME055714	GUT_GENOME055714_00139	417	175	14.5594	16.2233	65.8283	523846
GUT_GENOME055714	GUT_GENOME055714_00140	187	19	11.6071	0.467033	0	0
GUT_GENOME055714	GUT_GENOME055714_00141	327	45	12.6859	13.7641	1.52969	523846
GUT_GENOME055714	GUT_GENOME055714_00142	216	16	10.5795	0	0	0
GUT_GENOME055714	GUT_GENOME055714_00143	416	462	14.0348	17.8535	235.816	523846
GUT_GENOME055714	GUT_GENOME055714_00144	388	18	11.035	0.490637	0	0
GUT_GENOME055714	GUT_GENOME055714_00145	251	34	13.0202	8.74141	0	0
GUT_GENOME055714	GUT_GENOME055714_00146	452	433	14.6258	15.0635	197.877	523846
GUT_GENOME055714	GUT_GENOME055714_00147	559	41	12.2701	11.6081	0.511905	523846
GUT_GENOME055714	GUT_GENOME055714_00148	96	2	1.94737	0	0	0
GUT_GENOME055714	GUT_GENOME055714_00149	101	2	1.85204	0	0	0
GUT_GENOME055714	GUT_GENOME055714_00150	288	17	8.97245	2.80165	0	0
GUT_GENOME055714	GUT_GENOME055714_00151	569	64	14.7643	12.8119	13.1847	2283794
GUT_GENOME055714	GUT_GENOME055714_00152	458	37	13.4592	10.3892	2.35207	196118
GUT_GENOME055714	GUT_GENOME055714_00153	189	20	9.78765	4.22963	0	0
GUT_GENOME055714	GUT_GENOME055714_00154	76	0	0	0	0	0
GUT_GENOME055714	GUT_GENOME055714_00155	365	11	7.09717	0	0	0
GUT_GENOME055714	GUT_GENOME055714_00156	149	11	8.66929	0	0	0
GUT_GENOME055714	GUT_GENOME055714_00157	87	0	0	0	0	0
GUT_GENOME055714	GUT_GENOME055714_00158	462	0	0	0	0	0
GUT_GENOME055714	GUT_GENOME055714_00159	774	0	0	0	0	0
GUT_GENOME055714	GUT_GENOME055714_00160	418	286	2.05986	0	135.13	1783272
GUT_GENOME055714	GUT_GENOME055714_00161	466	9	1.21047	0	3.40131	31979
GUT_GENOME055714	GUT_GENOME055714_00162	50	0	0	0	0	0
GUT_GENOME055714	GUT_GENOME055714_00163	125	2	1.95161	0	0	0
GUT_GENOME055714	GUT_GENOME055714_00164	485	15	7.38561	2.24705	0	0
GUT_GENOME055714	GUT_GENOME055714_00165	363	12	5.19972	2.10615	0	0
GUT_GENOME055714	GUT_GENOME055714_00166	416	205	11.9947	13.5588	65.635	2283794
GUT_GENOME055714	GUT_GENOME055714_00167	600	381	0	0	220.803	622312
GUT_GENOME055714	GUT_GENOME055714_00168	337	434	0	0	279.779	622312
GUT_GENOME055714	GUT_GENOME055714_00169	475	432	0	0	290.243	622312
GUT_GENOME055714	GUT_GENOME055714_00170	136	110	0	0	72.4813	622312
GUT_GENOME055714	GUT_GENOME055714_00171	818	443	0	0	286.539	622312
GUT_GENOME055714	GUT_GENOME055714_00172	230	16	12.0436	0	0	0
GUT_GENOME055714	GUT_GENOME055714_00173	192	413	12.8016	13.0688	201.347	131567
GUT_GENOME055714	GUT_GENOME055714_00174	211	2	1.93767	0	0	0
GUT_GENOME055714	GUT_GENOME055714_00175	275	111	15.0724	12.2134	39.0649	2283794
GUT_GENOME055714	GUT_GENOME055714_00177	379	14	7.66091	0.474097	0	0
GUT_GENOME055714	GUT_GENOME055714_00178	307	439	12.2742	15.9366	219.577	131567
GUT_GENOME055714	GUT_GENOME055714_00179	281	40	12.8041	11.4011	0	0
GUT_GENOME055714	GUT_GENOME055714_00180	355	35	12	8.41439	0.476259	523846
GUT_GENOME055714	GUT_GENOME055714_00181	153	2	1.88364	0	0	0
GUT_GENOME055714	GUT_GENOME055714_00182	565	117	13.1087	15.4475	27.2482	523846
GUT_GENOME055714	GUT_GENOME055714_00183	424	83	8.7535	0.713785	35.7909	2
GUT_GENOME055714	GUT_GENOME055714_00184	386	8	2.8687	3.04509	0	0
GUT_GENOME055714	GUT_GENOME055714_00185	182	72	15.1436	14.9892	14.9702	523846
GUT_GENOME055714	GUT_GENOME055714_00186	132	37	14.8447	14.0379	0.67803	523846
GUT_GENOME055714	GUT_GENOME055714_00187	444	37	13.6686	10.8999	0	0
GUT_GENOME055714	GUT_GENOME055714_00188	398	99	13.4588	16.8188	28.4309	2283794
GUT_GENOME055714	GUT_GENOME055714_00189	460	11	8.27202	0	0	0
GUT_GENOME055714	GUT_GENOME055714_00190	510	7	5.55015	0	0	0
GUT_GENOME055714	GUT_GENOME055714_00191	166	2	1.91642	0	0	0
GUT_GENOME055714	GUT_GENOME055714_00192	359	68	13.0069	13.5655	15.7752	28890
GUT_GENOME055714	GUT_GENOME055714_00193	1058	492	15.4908	18.1743	251.089	523846
GUT_GENOME055714	GUT_GENOME055714_00194	252	8	5.03162	0	0	0
GUT_GENOME055714	GUT_GENOME055714_00195	385	17	11.3136	0	0	0
GUT_GENOME055714	GUT_GENOME055714_00196	141	9	6.95941	0	0	0
GUT_GENOME055714	GUT_GENOME055714_00197	279	36	13.7256	10.9981	0	0
GUT_GENOME055714	GUT_GENOME055714_00198	154	7	5.36877	0	0	0
GUT_GENOME055714	GUT_GENOME055714_00199	336	7	4.89848	0	0	0
GUT_GENOME055714	GUT_GENOME055714_00200	217	26	11.3055	3.86396	0	0
GUT_GENOME055714	GUT_GENOME055714_00201	399	38	11.0983	11.4179	0	0
GUT_GENOME055714	GUT_GENOME055714_00202	212	17	9.92822	0.462871	0	0
GUT_GENOME055714	GUT_GENOME055714_00203	75	0	0	0	0	0
GUT_GENOME055714	GUT_GENOME055714_00204	250	3	2.63469	0	0	0
GUT_GENOME055714	GUT_GENOME055714_00205	342	17	11.0691	0	0	0
GUT_GENOME055714	GUT_GENOME055714_00206	306	18	7.79273	2.56364	0	0
GUT_GENOME055714	GUT_GENOME055714_00207	61	0	0	0	0	0
GUT_GENOME055714	GUT_GENOME055714_00208	187	7	4.93094	0	0	0
GUT_GENOME055714	GUT_GENOME055714_00209	197	6	4.06005	0	0	0
GUT_GENOME055714	GUT_GENOME055714_00210	470	39	13.4231	11.9989	0.586813	523846
GUT_GENOME055714	GUT_GENOME055714_00211	240	99	12.5282	12.3069	35.6785	2259
GUT_GENOME055714	GUT_GENOME055714_00212	352	2	1.88679	0	0	0
GUT_GENOME055714	GUT_GENOME055714_00213	659	55	13.7705	14.218	5.07291	523846
GUT_GENOME055714	GUT_GENOME055714_00214	220	15	10.3386	0	0	0
GUT_GENOME055714	GUT_GENOME055714_00215	476	7	4.82989	0	0	0
GUT_GENOME055714	GUT_GENOME055714_00216	475	6	4.27151	0	0	0
GUT_GENOME055714	GUT_GENOME055714_00219	345	327	15.4579	18.7651	174.312	2157
GUT_GENOME055714	GUT_GENOME055714_00220	386	211	16.1185	17.9787	101.763	28890
GUT_GENOME055714	GUT_GENOME055714_00221	89	2	1.97701	0	0	0
GUT_GENOME055714	GUT_GENOME055714_00222	243	6	4.12963	0	0	0
GUT_GENOME055714	GUT_GENOME055714_00223	513	42	12.9533	13.2227	0.549702	523846
GUT_GENOME055714	GUT_GENOME055714_00224	115	0	0	0	0	0
GUT_GENOME055714	GUT_GENOME055714_00225	74	0	0	0	0	0
GUT_GENOME055714	GUT_GENOME055714_00226	117	0	0	0	0	0
GUT_GENOME055714	GUT_GENOME055714_00227	72	0	0	0	0	0
GUT_GENOME055714	GUT_GENOME055714_00228	431	37	13.5201	10.0462	0.513033	523846
GUT_GENOME055714	GUT_GENOME055714_00229	132	27	11.1784	7.87361	0	0
GUT_GENOME055714	GUT_GENOME055714_00230	620	37	12.611	9.76456	0.53924	523846
GUT_GENOME055714	GUT_GENOME055714_00231	248	14	9.00798	0	0	0
GUT_GENOME055714	GUT_GENOME055714_00232	169	396	4.01729	0.567723	207.294	131567
GUT_GENOME055714	GUT_GENOME055714_00233	772	42	13.7971	13.4581	0.559564	523846
GUT_GENOME055714	GUT_GENOME055714_00234	2916	2	1.27987	0	0	0
GUT_GENOME055714	GUT_GENOME055714_00235	584	0	0	0	0	0
GUT_GENOME055714	GUT_GENOME055714_00236	266	36	13.3166	10.1139	1.12741	523846
GUT_GENOME055714	GUT_GENOME055714_00237	450	60	15.7028	15.5797	12.5164	523846
GUT_GENOME055714	GUT_GENOME055714_00238	110	2	1.89908	0	0	0
GUT_GENOME055714	GUT_GENOME055714_00239	329	40	13.0813	14.8163	0.664157	523846
GUT_GENOME055714	GUT_GENOME055714_00245	135	28	12.5745	8.42909	0	0
