sample	protein	length	hits	self	close	distal	match
GUT_GENOME073398	GUT_GENOME073398_00001	427	0	0	0	0	0
GUT_GENOME073398	GUT_GENOME073398_00002	183	8	5.98841	0	0	0
GUT_GENOME073398	GUT_GENOME073398_00003	317	129	13.024	15.008	42.288	2283794
GUT_GENOME073398	GUT_GENOME073398_00004	92	1	1	0	0	0
GUT_GENOME073398	GUT_GENOME073398_00005	329	14	8.41275	0	0	0
GUT_GENOME073398	GUT_GENOME073398_00006	260	32	11.8503	7.97889	0.921305	2259
GUT_GENOME073398	GUT_GENOME073398_00007	159	8	5.91746	0	0	0
GUT_GENOME073398	GUT_GENOME073398_00008	232	7	4.92053	0	0	0
GUT_GENOME073398	GUT_GENOME073398_00009	274	244	11.6502	11.5916	113.084	1239
GUT_GENOME073398	GUT_GENOME073398_00010	283	8	5.26261	0	0	0
GUT_GENOME073398	GUT_GENOME073398_00011	496	12	7.76891	1.05181	0	0
GUT_GENOME073398	GUT_GENOME073398_00012	498	12	8.14345	1.04438	0	0
GUT_GENOME073398	GUT_GENOME073398_00013	428	74	9.12618	0.911557	31.6238	2
GUT_GENOME073398	GUT_GENOME073398_00014	220	2	1.97129	0	0	0
GUT_GENOME073398	GUT_GENOME073398_00015	320	5	3.09306	0	0	0
GUT_GENOME073398	GUT_GENOME073398_00016	287	3	2.44034	0	0	0
GUT_GENOME073398	GUT_GENOME073398_00017	438	120	2.71461	0	66.3625	2
GUT_GENOME073398	GUT_GENOME073398_00018	358	93	2.85534	0	47.9621	2
GUT_GENOME073398	GUT_GENOME073398_00019	346	3	2.63442	0	0	0
GUT_GENOME073398	GUT_GENOME073398_00020	48	0	0	0	0	0
GUT_GENOME073398	GUT_GENOME073398_00021	91	1	0.972527	0	0	0
GUT_GENOME073398	GUT_GENOME073398_00022	128	2	1.86056	0	0	0
GUT_GENOME073398	GUT_GENOME073398_00023	572	0	0	0	0	0
GUT_GENOME073398	GUT_GENOME073398_00024	81	0	0	0	0	0
GUT_GENOME073398	GUT_GENOME073398_00025	438	30	0	0	17.2144	1239
GUT_GENOME073398	GUT_GENOME073398_00026	396	0	0	0	0	0
GUT_GENOME073398	GUT_GENOME073398_00027	59	0	0	0	0	0
GUT_GENOME073398	GUT_GENOME073398_00028	96	0	0	0	0	0
GUT_GENOME073398	GUT_GENOME073398_00029	270	45	14.9867	12.1326	1.89583	523846
GUT_GENOME073398	GUT_GENOME073398_00030	51	0	0	0	0	0
GUT_GENOME073398	GUT_GENOME073398_00031	307	7	5.54777	0	0	0
GUT_GENOME073398	GUT_GENOME073398_00032	141	7	5.17708	0	0	0
GUT_GENOME073398	GUT_GENOME073398_00033	250	18	12.4194	0	0	0
GUT_GENOME073398	GUT_GENOME073398_00034	341	27	6.55619	8.18286	0	0
GUT_GENOME073398	GUT_GENOME073398_00035	298	100	13.2139	17.3831	32.2852	2283794
GUT_GENOME073398	GUT_GENOME073398_00036	88	1	1	0	0	0
GUT_GENOME073398	GUT_GENOME073398_00037	174	10	7.50435	0	0	0
GUT_GENOME073398	GUT_GENOME073398_00038	229	12	8.93263	0	0	0
GUT_GENOME073398	GUT_GENOME073398_00039	310	38	10.4293	10.9817	0.520799	523846
GUT_GENOME073398	GUT_GENOME073398_00040	129	7	5.50607	0	0	0
GUT_GENOME073398	GUT_GENOME073398_00042	301	23	10.4199	4.16551	0	0
GUT_GENOME073398	GUT_GENOME073398_00043	370	72	12.0451	15.0314	15.1899	28890
GUT_GENOME073398	GUT_GENOME073398_00044	514	17	10.7592	0.552427	0	0
GUT_GENOME073398	GUT_GENOME073398_00045	47	0	0	0	0	0
GUT_GENOME073398	GUT_GENOME073398_00046	130	2	1.98842	0	0	0
GUT_GENOME073398	GUT_GENOME073398_00047	219	2	1.96203	0	0	0
GUT_GENOME073398	GUT_GENOME073398_00048	184	20	10.0828	4.04734	0	0
GUT_GENOME073398	GUT_GENOME073398_00049	354	2	1.94962	0	0	0
GUT_GENOME073398	GUT_GENOME073398_00050	316	15	8.2126	1.92441	0.508661	1633135
GUT_GENOME073398	GUT_GENOME073398_00051	111	2	1.87665	0	0	0
GUT_GENOME073398	GUT_GENOME073398_00052	96	1	0.980099	0	0	0
GUT_GENOME073398	GUT_GENOME073398_00053	179	19	11.3768	1.48986	0	0
GUT_GENOME073398	GUT_GENOME073398_00054	390	72	13.1682	13.9831	18.9687	2283794
GUT_GENOME073398	GUT_GENOME073398_00055	417	187	14.476	16.1298	71.7224	523846
GUT_GENOME073398	GUT_GENOME073398_00056	187	21	11.6082	1.40548	0	0
GUT_GENOME073398	GUT_GENOME073398_00057	327	45	12.6693	13.7426	1.53666	523846
GUT_GENOME073398	GUT_GENOME073398_00058	216	16	10.5795	0	0	0
GUT_GENOME073398	GUT_GENOME073398_00059	416	462	14.0348	17.8535	235.816	523846
GUT_GENOME073398	GUT_GENOME073398_00060	388	18	11.1794	0.508156	0	0
GUT_GENOME073398	GUT_GENOME073398_00061	251	24	12.8569	3.42127	0	0
GUT_GENOME073398	GUT_GENOME073398_00062	452	429	14.5142	14.9289	193.277	523846
GUT_GENOME073398	GUT_GENOME073398_00063	559	41	12.3656	11.755	0.521024	523846
