sample	protein	length	hits	self	close	distal	match
GUT_GENOME112994	GUT_GENOME112994_00001	200	0	0	0	0	0
GUT_GENOME112994	GUT_GENOME112994_00002	246	2	1.16458	0	0	0
GUT_GENOME112994	GUT_GENOME112994_00003	157	5	3.29968	0	0	0
GUT_GENOME112994	GUT_GENOME112994_00004	228	450	3.51702	3.53617	214.013	131567
GUT_GENOME112994	GUT_GENOME112994_00005	180	6	2.67655	0	0.479784	1742972
GUT_GENOME112994	GUT_GENOME112994_00006	435	0	0	0	0	0
GUT_GENOME112994	GUT_GENOME112994_00007	115	0	0	0	0	0
GUT_GENOME112994	GUT_GENOME112994_00008	274	284	3.56852	2.57037	142.059	131567
GUT_GENOME112994	GUT_GENOME112994_00009	181	1	0.455497	0	0	0
GUT_GENOME112994	GUT_GENOME112994_00010	275	5	3.44936	0	0	0
GUT_GENOME112994	GUT_GENOME112994_00011	112	0	0	0	0	0
GUT_GENOME112994	GUT_GENOME112994_00012	235	36	0	0	23.1983	186802
GUT_GENOME112994	GUT_GENOME112994_00013	774	65	3.53316	0	27.9153	131567
GUT_GENOME112994	GUT_GENOME112994_00014	185	5	3.24185	0	0	0
GUT_GENOME112994	GUT_GENOME112994_00015	91	0	0	0	0	0
GUT_GENOME112994	GUT_GENOME112994_00016	387	29	3.33801	0	11.2245	2
GUT_GENOME112994	GUT_GENOME112994_00017	314	205	3.28707	0	101.021	2
GUT_GENOME112994	GUT_GENOME112994_00018	164	0	0	0	0	0
GUT_GENOME112994	GUT_GENOME112994_00020	707	0	0	0	0	0
GUT_GENOME112994	GUT_GENOME112994_00021	385	0	0	0	0	0
GUT_GENOME112994	GUT_GENOME112994_00022	1242	0	0	0	0	0
GUT_GENOME112994	GUT_GENOME112994_00023	181	0	0	0	0	0
GUT_GENOME112994	GUT_GENOME112994_00024	240	1	0.464912	0	0	0
GUT_GENOME112994	GUT_GENOME112994_00025	89	0	0	0	0	0
GUT_GENOME112994	GUT_GENOME112994_00026	173	2	1.19883	0	0	0
GUT_GENOME112994	GUT_GENOME112994_00027	158	5	3.26625	0	0	0
GUT_GENOME112994	GUT_GENOME112994_00028	133	4	3.06667	0	0	0
GUT_GENOME112994	GUT_GENOME112994_00029	341	447	3.43328	0	238.901	131567
GUT_GENOME112994	GUT_GENOME112994_00030	617	3	1.68072	0	0	0
GUT_GENOME112994	GUT_GENOME112994_00031	263	1	0.517857	0	0	0
GUT_GENOME112994	GUT_GENOME112994_00032	353	1	0.538695	0	0	0
GUT_GENOME112994	GUT_GENOME112994_00033	384	0	0	0	0	0
GUT_GENOME112994	GUT_GENOME112994_00034	1240	1	0.524226	0	0	0
GUT_GENOME112994	GUT_GENOME112994_00035	294	8	2.32762	0	1.79931	2
GUT_GENOME112994	GUT_GENOME112994_00036	248	3	1.79406	0	0	0
GUT_GENOME112994	GUT_GENOME112994_00037	471	0	0	0	0	0
GUT_GENOME112994	GUT_GENOME112994_00038	167	0	0	0	0	0
GUT_GENOME112994	GUT_GENOME112994_00039	384	4	0	0	1.17165	131567
GUT_GENOME112994	GUT_GENOME112994_00040	378	2	0.441645	0	0.319629	644281
GUT_GENOME112994	GUT_GENOME112994_00041	286	1	0.5	0	0	0
GUT_GENOME112994	GUT_GENOME112994_00042	355	281	1.06083	0	82.2923	131567
GUT_GENOME112994	GUT_GENOME112994_00043	209	431	3.64096	0	241.198	186802
GUT_GENOME112994	GUT_GENOME112994_00044	248	411	2.92418	0	217.486	186802
GUT_GENOME112994	GUT_GENOME112994_00045	251	461	2.22445	0	278.988	186802
GUT_GENOME112994	GUT_GENOME112994_00046	233	10	2.43534	0	3.14224	2608895
GUT_GENOME112994	GUT_GENOME112994_00047	113	0	0	0	0	0
GUT_GENOME112994	GUT_GENOME112994_00048	37	0	0	0	0	0
GUT_GENOME112994	GUT_GENOME112994_00049	62	0	0	0	0	0
GUT_GENOME112994	GUT_GENOME112994_00050	75	0	0	0	0	0
GUT_GENOME112994	GUT_GENOME112994_00051	801	6	3.08625	0	0.51375	439481
GUT_GENOME112994	GUT_GENOME112994_00052	395	164	3.42293	0	79.1019	2157
GUT_GENOME112994	GUT_GENOME112994_00053	162	0	0	0	0	0
GUT_GENOME112994	GUT_GENOME112994_00054	237	12	0	0	4.8204	186802
GUT_GENOME112994	GUT_GENOME112994_00055	1067	0	0	0	0	0
GUT_GENOME112994	GUT_GENOME112994_00056	262	5	3.32625	0	0	0
GUT_GENOME112994	GUT_GENOME112994_00057	183	6	2.40771	0.476584	0.526171	439481
GUT_GENOME112994	GUT_GENOME112994_00058	108	0	0	0	0	0
GUT_GENOME112994	GUT_GENOME112994_00059	97	0	0	0	0	0
GUT_GENOME112994	GUT_GENOME112994_00060	407	4	2.37546	0	0	0
GUT_GENOME112994	GUT_GENOME112994_00061	182	6	3.36056	0	0.546479	439481
GUT_GENOME112994	GUT_GENOME112994_00062	266	5	3.05253	0	0	0
GUT_GENOME112994	GUT_GENOME112994_00063	112	3	2.62115	0	0	0
GUT_GENOME112994	GUT_GENOME112994_00065	319	0	0	0	0	0
GUT_GENOME112994	GUT_GENOME112994_00066	96	0	0	0	0	0
GUT_GENOME112994	GUT_GENOME112994_00067	635	455	2.19332	0	266.529	131567
GUT_GENOME112994	GUT_GENOME112994_00068	48	0	0	0	0	0
GUT_GENOME112994	GUT_GENOME112994_00069	431	456	3.60113	0	241.473	131567
GUT_GENOME112994	GUT_GENOME112994_00071	324	0	0	0	0	0
GUT_GENOME112994	GUT_GENOME112994_00072	269	2	1.56697	0	0	0
GUT_GENOME112994	GUT_GENOME112994_00073	265	4	2.54212	0	0	0
GUT_GENOME112994	GUT_GENOME112994_00074	123	0	0	0	0	0
GUT_GENOME112994	GUT_GENOME112994_00075	1790	4	2.41802	0	0	0
GUT_GENOME112994	GUT_GENOME112994_00076	92	0	0	0	0	0
GUT_GENOME112994	GUT_GENOME112994_00077	51	0	0	0	0	0
GUT_GENOME112994	GUT_GENOME112994_00078	170	0	0	0	0	0
GUT_GENOME112994	GUT_GENOME112994_00079	164	3	1.73994	0	0	0
GUT_GENOME112994	GUT_GENOME112994_00081	262	0	0	0	0	0
GUT_GENOME112994	GUT_GENOME112994_00082	261	4	2.09709	0	0	0
GUT_GENOME112994	GUT_GENOME112994_00084	116	0	0	0	0	0
GUT_GENOME112994	GUT_GENOME112994_00085	217	41	0	0	20.4266	1783272
GUT_GENOME112994	GUT_GENOME112994_00086	193	56	0	0	27.137	2
GUT_GENOME112994	GUT_GENOME112994_00087	136	442	0	0	299.31	1239
