sample	protein	length	hits	self	close	distal	match
GUT_GENOME040421	GUT_GENOME040421_00001	137	0	0	0	0	0
GUT_GENOME040421	GUT_GENOME040421_00002	300	0	0	0	0	0
GUT_GENOME040421	GUT_GENOME040421_00003	661	24	11.0394	4.25101	0	0
GUT_GENOME040421	GUT_GENOME040421_00004	104	0	0	0	0	0
GUT_GENOME040421	GUT_GENOME040421_00005	115	1	1	0	0	0
GUT_GENOME040421	GUT_GENOME040421_00006	111	2	1.97273	0	0	0
GUT_GENOME040421	GUT_GENOME040421_00007	112	2	1.98578	0	0	0
GUT_GENOME040421	GUT_GENOME040421_00008	168	33	11.7845	6.77011	2.49713	2
GUT_GENOME040421	GUT_GENOME040421_00009	268	40	12.8491	10.9774	0.486792	523846
GUT_GENOME040421	GUT_GENOME040421_00010	290	31	11.207	7.01754	1.0386	131567
GUT_GENOME040421	GUT_GENOME040421_00011	300	100	12.5583	13.9433	36.395	131567
GUT_GENOME040421	GUT_GENOME040421_00012	465	7	5.72478	0	0	0
GUT_GENOME040421	GUT_GENOME040421_00013	163	8	5.98413	0	0	0
GUT_GENOME040421	GUT_GENOME040421_00014	303	35	10.8272	2.42932	5.75218	1239
GUT_GENOME040421	GUT_GENOME040421_00015	421	43	11.7572	14.4312	0.537572	523846
GUT_GENOME040421	GUT_GENOME040421_00016	313	31	11.7047	8.11074	0	0
GUT_GENOME040421	GUT_GENOME040421_00017	132	7	5.81919	0	0	0
GUT_GENOME040421	GUT_GENOME040421_00018	249	14	9.01613	0	0	0
GUT_GENOME040421	GUT_GENOME040421_00019	113	11	5.96262	3.13084	0	0
GUT_GENOME040421	GUT_GENOME040421_00020	524	50	14.4817	16.364	3.02572	2283794
GUT_GENOME040421	GUT_GENOME040421_00021	194	1	0.90099	0	0	0
GUT_GENOME040421	GUT_GENOME040421_00022	114	1	0.846473	0	0	0
GUT_GENOME040421	GUT_GENOME040421_00023	236	11	6.39746	0	0	0
GUT_GENOME040421	GUT_GENOME040421_00024	239	15	9.55052	0.527835	0	0
GUT_GENOME040421	GUT_GENOME040421_00025	254	35	10.4909	11.073	0.535497	523846
GUT_GENOME040421	GUT_GENOME040421_00026	135	1	0.988281	0	0	0
GUT_GENOME040421	GUT_GENOME040421_00027	240	99	12.5586	12.3159	35.9059	2259
GUT_GENOME040421	GUT_GENOME040421_00028	470	39	13.3224	11.9715	0.58443	523846
GUT_GENOME040421	GUT_GENOME040421_00029	200	6	4.01305	0	0	0
GUT_GENOME040421	GUT_GENOME040421_00030	187	7	4.975	0	0	0
GUT_GENOME040421	GUT_GENOME040421_00031	61	0	0	0	0	0
GUT_GENOME040421	GUT_GENOME040421_00032	306	24	8.30419	4.70856	0	0
GUT_GENOME040421	GUT_GENOME040421_00033	347	17	10.8743	0	0	0
GUT_GENOME040421	GUT_GENOME040421_00034	66	0	0	0	0	0
GUT_GENOME040421	GUT_GENOME040421_00035	250	3	2.54694	0	0	0
GUT_GENOME040421	GUT_GENOME040421_00036	75	0	0	0	0	0
GUT_GENOME040421	GUT_GENOME040421_00037	212	16	9.88916	0	0	0
GUT_GENOME040421	GUT_GENOME040421_00038	399	38	11	11.393	0	0
GUT_GENOME040421	GUT_GENOME040421_00039	217	26	11.3756	3.85885	0	0
GUT_GENOME040421	GUT_GENOME040421_00040	336	7	4.71235	0	0	0
GUT_GENOME040421	GUT_GENOME040421_00041	154	7	5.21212	0	0	0
GUT_GENOME040421	GUT_GENOME040421_00042	279	37	13.7476	11.5518	0	0
GUT_GENOME040421	GUT_GENOME040421_00043	141	9	7.02214	0	0	0
GUT_GENOME040421	GUT_GENOME040421_00044	385	17	11.1471	0	0	0
GUT_GENOME040421	GUT_GENOME040421_00045	252	8	5.09218	0	0	0
GUT_GENOME040421	GUT_GENOME040421_00046	1058	492	15.493	18.1506	250.337	523846
GUT_GENOME040421	GUT_GENOME040421_00047	360	64	13.0893	13.728	14.0302	28890
GUT_GENOME040421	GUT_GENOME040421_00048	220	3	1.90444	0	0.393333	1121420
GUT_GENOME040421	GUT_GENOME040421_00049	276	36	11.7137	2	6.35397	2259
GUT_GENOME040421	GUT_GENOME040421_00050	300	40	10.8822	13.1397	1.09091	28890
GUT_GENOME040421	GUT_GENOME040421_00051	247	8	5.82569	0	0	0
GUT_GENOME040421	GUT_GENOME040421_00052	317	136	13.0815	15.107	45.7412	2283794
GUT_GENOME040421	GUT_GENOME040421_00053	92	1	1	0	0	0
GUT_GENOME040421	GUT_GENOME040421_00054	329	14	8.42965	0	0	0
GUT_GENOME040421	GUT_GENOME040421_00055	260	32	11.8503	7.97889	0.921305	2259
