sample	protein	length	hits	self	close	distal	match
GUT_GENOME284876	GUT_GENOME284876_00001	1736	4	0.985312	1.75949	0	0
GUT_GENOME284876	GUT_GENOME284876_00002	159	2	1	0.746753	0	0
GUT_GENOME284876	GUT_GENOME284876_00003	139	2	1	0.950943	0	0
GUT_GENOME284876	GUT_GENOME284876_00004	115	1	0.953488	0	0	0
GUT_GENOME284876	GUT_GENOME284876_00005	215	1	0.507576	0	0	0
GUT_GENOME284876	GUT_GENOME284876_00006	444	426	1	10.3128	319.289	131567
GUT_GENOME284876	GUT_GENOME284876_00007	95	2	0.994872	0.923077	0	0
GUT_GENOME284876	GUT_GENOME284876_00008	412	67	1	12.9788	29.6292	2159
GUT_GENOME284876	GUT_GENOME284876_00009	175	2	1	0.893333	0	0
GUT_GENOME284876	GUT_GENOME284876_00010	145	9	0.993197	4.96258	0.591837	680118
GUT_GENOME284876	GUT_GENOME284876_00011	128	4	0.996078	2.22745	0	0
GUT_GENOME284876	GUT_GENOME284876_00012	818	35	0.996702	9.06266	11.2368	2159
GUT_GENOME284876	GUT_GENOME284876_00013	264	7	1	4.14484	0	0
GUT_GENOME284876	GUT_GENOME284876_00016	102	25	0	11.5217	12.0531	2159
GUT_GENOME284876	GUT_GENOME284876_00017	426	446	0.971698	12.8573	281.414	2158
GUT_GENOME284876	GUT_GENOME284876_00018	724	476	1	14.8403	268.569	2159
GUT_GENOME284876	GUT_GENOME284876_00019	186	409	0	13.7119	213.859	2159
GUT_GENOME284876	GUT_GENOME284876_00020	141	374	0	8.90681	257.323	2159
GUT_GENOME284876	GUT_GENOME284876_00021	213	1	0.912844	0	0	0
GUT_GENOME284876	GUT_GENOME284876_00022	520	1	0.973713	0	0	0
GUT_GENOME284876	GUT_GENOME284876_00023	44	0	0	0	0	0
GUT_GENOME284876	GUT_GENOME284876_00024	143	33	1	11.8132	13.1502	2158
GUT_GENOME284876	GUT_GENOME284876_00025	98	6	0	5.51295	0	0
GUT_GENOME284876	GUT_GENOME284876_00026	403	94	0.984375	11.1758	38.1745	2159
GUT_GENOME284876	GUT_GENOME284876_00027	894	475	0.997773	12.23	257.992	2158
GUT_GENOME284876	GUT_GENOME284876_00028	603	469	1	14.1128	278.625	2158
GUT_GENOME284876	GUT_GENOME284876_00029	514	70	1	12.9384	32.5372	2159
GUT_GENOME284876	GUT_GENOME284876_00030	77	0	0	0	0	0
GUT_GENOME284876	GUT_GENOME284876_00036	287	16	0.988827	8.93296	0.558659	1561964
GUT_GENOME284876	GUT_GENOME284876_00037	209	350	0.992347	9.90051	171.651	131567
GUT_GENOME284876	GUT_GENOME284876_00038	409	87	1	12.4806	36.4341	2158
GUT_GENOME284876	GUT_GENOME284876_00039	222	224	0.995272	11.5437	116.293	2283794
GUT_GENOME284876	GUT_GENOME284876_00040	112	1	0.971098	0	0	0
GUT_GENOME284876	GUT_GENOME284876_00041	206	2	0.982544	0.902743	0	0
GUT_GENOME284876	GUT_GENOME284876_00042	304	43	0.992138	11.4701	16.4513	2160
GUT_GENOME284876	GUT_GENOME284876_00043	220	91	0.98441	5.08241	39.7639	186802
GUT_GENOME284876	GUT_GENOME284876_00044	371	46	1	12.7592	16.3775	2159
GUT_GENOME284876	GUT_GENOME284876_00045	180	54	1	12.9855	22.2609	2159
