sample	protein	length	hits	self	close	distal	match
GUT_GENOME105707	GUT_GENOME105707_00001	749	44	12.0922	13.5126	0.53352	523846
GUT_GENOME105707	GUT_GENOME105707_00002	253	48	11.7723	13.3458	3.04141	2283794
GUT_GENOME105707	GUT_GENOME105707_00003	189	7	4.87366	0	0	0
GUT_GENOME105707	GUT_GENOME105707_00004	96	2	1.99444	0	0	0
GUT_GENOME105707	GUT_GENOME105707_00005	266	36	13.3456	10.0985	1.11776	523846
GUT_GENOME105707	GUT_GENOME105707_00006	449	61	15.6791	15.6565	13.0192	523846
GUT_GENOME105707	GUT_GENOME105707_00007	110	2	1.89498	0	0	0
GUT_GENOME105707	GUT_GENOME105707_00008	329	40	13.0285	14.8063	0.656156	523846
GUT_GENOME105707	GUT_GENOME105707_00014	135	28	12.64	8.48364	0	0
GUT_GENOME105707	GUT_GENOME105707_00015	202	29	8.39765	7.40706	0.487059	523846
GUT_GENOME105707	GUT_GENOME105707_00016	216	32	12.7105	10.488	0.583732	523846
GUT_GENOME105707	GUT_GENOME105707_00017	478	10	6.74808	0	0	0
GUT_GENOME105707	GUT_GENOME105707_00018	350	32	13.4135	6.11635	0	0
GUT_GENOME105707	GUT_GENOME105707_00019	296	161	12.8296	13.7078	74.16	2283794
GUT_GENOME105707	GUT_GENOME105707_00020	518	18	12.0422	0	0	0
GUT_GENOME105707	GUT_GENOME105707_00021	239	23	14.3837	0	1.18776	186801
GUT_GENOME105707	GUT_GENOME105707_00022	218	1	0.73385	0	0	0
GUT_GENOME105707	GUT_GENOME105707_00023	240	450	9.07917	0	272.496	2
GUT_GENOME105707	GUT_GENOME105707_00024	499	116	11.6972	15.1539	50.7807	28890
GUT_GENOME105707	GUT_GENOME105707_00025	256	87	12.2782	10.0585	25.4859	28890
GUT_GENOME105707	GUT_GENOME105707_00026	391	195	13.7929	15.3434	80.2778	2283794
GUT_GENOME105707	GUT_GENOME105707_00027	239	14	9.21368	0	0	0
GUT_GENOME105707	GUT_GENOME105707_00028	239	11	7.8304	0	0	0
GUT_GENOME105707	GUT_GENOME105707_00029	658	45	5.27251	6.48905	11.5742	131567
GUT_GENOME105707	GUT_GENOME105707_00030	250	9	6.08866	0	0	0
GUT_GENOME105707	GUT_GENOME105707_00031	238	7	5.16627	0	0	0
GUT_GENOME105707	GUT_GENOME105707_00032	315	76	4.61485	1.8791	32.6494	2
GUT_GENOME105707	GUT_GENOME105707_00033	104	7	6.44615	0	0	0
GUT_GENOME105707	GUT_GENOME105707_00034	87	0	0	0	0	0
GUT_GENOME105707	GUT_GENOME105707_00035	143	2	1.9918	0	0	0
GUT_GENOME105707	GUT_GENOME105707_00036	77	0	0	0	0	0
GUT_GENOME105707	GUT_GENOME105707_00037	128	9	7.57759	0	0	0
GUT_GENOME105707	GUT_GENOME105707_00038	485	37	12.2767	10.3322	0	0
GUT_GENOME105707	GUT_GENOME105707_00039	111	3	2.80788	0	0	0
GUT_GENOME105707	GUT_GENOME105707_00040	92	2	1.95882	0	0	0
GUT_GENOME105707	GUT_GENOME105707_00041	157	37	11.5099	12.6755	0	0
GUT_GENOME105707	GUT_GENOME105707_00042	82	0	0	0	0	0
GUT_GENOME105707	GUT_GENOME105707_00043	471	22	6.11994	4.43236	0	0
GUT_GENOME105707	GUT_GENOME105707_00044	161	31	11.2835	9.96646	0	0
GUT_GENOME105707	GUT_GENOME105707_00045	148	55	16.4314	16.3144	12.1672	2182
GUT_GENOME105707	GUT_GENOME105707_00046	375	46	14.7212	17.4946	1.96649	2182
GUT_GENOME105707	GUT_GENOME105707_00047	332	36	12.1149	12.7071	0	0
GUT_GENOME105707	GUT_GENOME105707_00048	75	0	0	0	0	0
GUT_GENOME105707	GUT_GENOME105707_00049	219	113	12.106	12.441	40.4723	2283794
GUT_GENOME105707	GUT_GENOME105707_00050	264	9	6.21881	0	0	0
GUT_GENOME105707	GUT_GENOME105707_00051	357	32	12.9363	7.3144	0	0
GUT_GENOME105707	GUT_GENOME105707_00052	197	29	11.9416	6.52538	0	0
GUT_GENOME105707	GUT_GENOME105707_00053	173	25	9.56125	6.07123	0	0
GUT_GENOME105707	GUT_GENOME105707_00054	232	19	9.3151	2.54486	0.507659	523846
GUT_GENOME105707	GUT_GENOME105707_00055	312	34	11.125	9.01013	0.518581	523846
GUT_GENOME105707	GUT_GENOME105707_00056	272	15	9.83301	0.528487	0	0
GUT_GENOME105707	GUT_GENOME105707_00057	268	39	12.9405	9.63941	0.912639	131567
GUT_GENOME105707	GUT_GENOME105707_00058	223	4	2.77836	0	0	0
GUT_GENOME105707	GUT_GENOME105707_00059	189	3	2.41226	0	0	0
GUT_GENOME105707	GUT_GENOME105707_00060	168	43	14.2369	15.6862	0.627692	523846
GUT_GENOME105707	GUT_GENOME105707_00061	204	30	11.7435	6.30311	0	0
GUT_GENOME105707	GUT_GENOME105707_00062	213	130	12.9102	12.8932	44.5874	28890
GUT_GENOME105707	GUT_GENOME105707_00063	387	17	9.87037	1.07407	0	0
GUT_GENOME105707	GUT_GENOME105707_00064	185	4	3.16491	0	0	0
GUT_GENOME105707	GUT_GENOME105707_00065	303	55	12.8102	16.639	6.37966	2283794
GUT_GENOME105707	GUT_GENOME105707_00066	268	37	12.4286	9.92491	0.547619	523846
GUT_GENOME105707	GUT_GENOME105707_00067	348	8	5.45648	0	0	0
GUT_GENOME105707	GUT_GENOME105707_00068	595	42	12.3104	12.7693	0.541137	523846
GUT_GENOME105707	GUT_GENOME105707_00069	342	53	11.3423	14.6158	6.62481	523846
GUT_GENOME105707	GUT_GENOME105707_00070	339	73	14.4249	17.1652	12.7718	523846
GUT_GENOME105707	GUT_GENOME105707_00071	636	218	15.8182	14.9013	101.294	523846
GUT_GENOME105707	GUT_GENOME105707_00072	204	86	12.9293	12.6869	25.6263	28890
GUT_GENOME105707	GUT_GENOME105707_00073	245	92	12.7323	11.8763	24.641	2283794
GUT_GENOME105707	GUT_GENOME105707_00074	360	56	12.9463	10.6019	9.86639	2283794
GUT_GENOME105707	GUT_GENOME105707_00075	146	7	5.07692	0	0	0
GUT_GENOME105707	GUT_GENOME105707_00076	311	58	13.2137	16.1185	9.54758	523846
GUT_GENOME105707	GUT_GENOME105707_00077	158	36	11.3718	13.641	0.567308	523846
GUT_GENOME105707	GUT_GENOME105707_00078	388	40	12.2465	11.715	0.553273	523846
GUT_GENOME105707	GUT_GENOME105707_00079	368	343	12.8326	14.1166	152.2	131567
GUT_GENOME105707	GUT_GENOME105707_00080	101	9	8.22335	0	0	0
GUT_GENOME105707	GUT_GENOME105707_00081	288	39	12.1567	12.1022	0.507666	523846
GUT_GENOME105707	GUT_GENOME105707_00082	313	11	6.36347	0.517179	0.542495	118967
GUT_GENOME105707	GUT_GENOME105707_00083	443	19	12.1647	0.534914	0	0
GUT_GENOME105707	GUT_GENOME105707_00084	70	0	0	0	0	0
GUT_GENOME105707	GUT_GENOME105707_00085	392	32	12.0108	7.22611	0	0
GUT_GENOME105707	GUT_GENOME105707_00086	230	13	8.35635	0	0	0
GUT_GENOME105707	GUT_GENOME105707_00087	171	7	4.76786	0	0	0
GUT_GENOME105707	GUT_GENOME105707_00088	306	49	12.4848	13.9527	7.29561	523846
GUT_GENOME105707	GUT_GENOME105707_00089	415	60	13.4406	13.1259	9.99406	523846
GUT_GENOME105707	GUT_GENOME105707_00090	443	163	15.146	16.8368	67.2638	523846
GUT_GENOME105707	GUT_GENOME105707_00091	150	19	13.7377	0	0	0
GUT_GENOME105707	GUT_GENOME105707_00092	199	135	14.3687	18.2652	50.3384	523846
GUT_GENOME105707	GUT_GENOME105707_00093	253	172	15.6233	19.8166	70.0335	28890
GUT_GENOME105707	GUT_GENOME105707_00094	551	176	16.2584	20.7001	83.6296	2283794
GUT_GENOME105707	GUT_GENOME105707_00095	292	107	14.9231	12.9913	35.9843	28890
GUT_GENOME105707	GUT_GENOME105707_00096	233	46	13.6286	11.5777	4.87379	28890
GUT_GENOME105707	GUT_GENOME105707_00097	270	35	9.84016	10.924	0	0
GUT_GENOME105707	GUT_GENOME105707_00098	109	3	2.69	0	0	0
GUT_GENOME105707	GUT_GENOME105707_00099	238	115	13.2423	11.6696	41.6784	523846
GUT_GENOME105707	GUT_GENOME105707_00100	68	0	0	0	0	0
GUT_GENOME105707	GUT_GENOME105707_00101	81	0	0	0	0	0
GUT_GENOME105707	GUT_GENOME105707_00102	312	90	15.0775	16.7991	25.6123	523846
