sample	protein	length	hits	self	close	distal	match
GUT_GENOME206720	GUT_GENOME206720_00001	59	0	0	0	0	0
GUT_GENOME206720	GUT_GENOME206720_00002	66	0	0	0	0	0
GUT_GENOME206720	GUT_GENOME206720_00003	49	0	0	0	0	0
GUT_GENOME206720	GUT_GENOME206720_00004	1125	3	1.78167	0	0	0
GUT_GENOME206720	GUT_GENOME206720_00005	289	451	15.0716	13.6091	307.48	131567
GUT_GENOME206720	GUT_GENOME206720_00006	185	416	12.4757	10.2737	255.639	1239
GUT_GENOME206720	GUT_GENOME206720_00007	334	466	14.2326	8.2311	317.054	1239
GUT_GENOME206720	GUT_GENOME206720_00008	379	4	2.5271	0	0	0
GUT_GENOME206720	GUT_GENOME206720_00009	471	4	2.59549	0	0	0
GUT_GENOME206720	GUT_GENOME206720_00010	512	4	3.26857	0	0	0
GUT_GENOME206720	GUT_GENOME206720_00011	856	4	3.29107	0	0	0
GUT_GENOME206720	GUT_GENOME206720_00012	513	0	0	0	0	0
GUT_GENOME206720	GUT_GENOME206720_00013	369	4	3.41337	0	0	0
GUT_GENOME206720	GUT_GENOME206720_00014	512	4	3.14202	0	0	0
GUT_GENOME206720	GUT_GENOME206720_00015	88	1	1	0	0	0
GUT_GENOME206720	GUT_GENOME206720_00016	92	2	1.95699	0	0	0
GUT_GENOME206720	GUT_GENOME206720_00017	346	4	3.32578	0	0	0
GUT_GENOME206720	GUT_GENOME206720_00018	533	4	3.13445	0	0	0
GUT_GENOME206720	GUT_GENOME206720_00019	502	4	3.08157	0	0	0
GUT_GENOME206720	GUT_GENOME206720_00020	348	4	3.0896	0	0	0
GUT_GENOME206720	GUT_GENOME206720_00021	344	6	4.10119	0	0	0
GUT_GENOME206720	GUT_GENOME206720_00022	261	11	5.95181	1.54418	0	0
GUT_GENOME206720	GUT_GENOME206720_00023	586	4	3.19654	0	0	0
GUT_GENOME206720	GUT_GENOME206720_00024	364	9	6.2296	0	0	0
GUT_GENOME206720	GUT_GENOME206720_00025	320	7	4.93248	0	0	0
GUT_GENOME206720	GUT_GENOME206720_00026	321	56	13.4331	7.45512	11.4252	1239
GUT_GENOME206720	GUT_GENOME206720_00027	285	37	11.4758	4.6436	5.3564	1239
GUT_GENOME206720	GUT_GENOME206720_00028	467	34	12.4397	5.75768	3.64145	1239
GUT_GENOME206720	GUT_GENOME206720_00029	801	7	4.53073	0	0	0
GUT_GENOME206720	GUT_GENOME206720_00030	311	451	16.6463	16.6347	230.312	523846
GUT_GENOME206720	GUT_GENOME206720_00031	301	9	6.49909	0	0	0
GUT_GENOME206720	GUT_GENOME206720_00032	662	290	15.6305	16.7992	123.363	523846
GUT_GENOME206720	GUT_GENOME206720_00033	422	135	13.9234	15.455	48.4818	2283794
GUT_GENOME206720	GUT_GENOME206720_00034	233	38	13.6307	10.9525	1.07343	523846
GUT_GENOME206720	GUT_GENOME206720_00035	117	2	1.93991	0	0	0
GUT_GENOME206720	GUT_GENOME206720_00036	401	466	12.6325	14.6812	232.695	28890
GUT_GENOME206720	GUT_GENOME206720_00037	1090	46	12.8233	17.2446	0.582734	523846
GUT_GENOME206720	GUT_GENOME206720_00038	716	46	14.5192	17.7856	0.652422	523846
GUT_GENOME206720	GUT_GENOME206720_00039	405	35	12.9472	8.63317	0	0
GUT_GENOME206720	GUT_GENOME206720_00040	381	16	10.4032	0	0	0
GUT_GENOME206720	GUT_GENOME206720_00041	137	18	11.3993	1.25	1.28358	131567
GUT_GENOME206720	GUT_GENOME206720_00042	408	70	13.3748	18.5236	17.9395	28890
GUT_GENOME206720	GUT_GENOME206720_00043	253	18	11.7197	0.487078	0	0
GUT_GENOME206720	GUT_GENOME206720_00044	234	32	10.9621	9.23163	0	0
GUT_GENOME206720	GUT_GENOME206720_00045	612	42	13.777	13.5426	0	0
GUT_GENOME206720	GUT_GENOME206720_00047	339	2	1.84725	0	0	0
GUT_GENOME206720	GUT_GENOME206720_00048	104	2	1.97778	0	0	0
GUT_GENOME206720	GUT_GENOME206720_00049	140	14	9.90877	0	0	0
GUT_GENOME206720	GUT_GENOME206720_00050	95	2	1.98396	0	0	0
GUT_GENOME206720	GUT_GENOME206720_00051	190	21	11.0053	2.57487	0	0
GUT_GENOME206720	GUT_GENOME206720_00052	329	41	14.7982	13.3713	0.57473	523846
GUT_GENOME206720	GUT_GENOME206720_00053	189	93	13.4678	13.1625	27.9496	2283794
GUT_GENOME206720	GUT_GENOME206720_00054	447	191	13.47	15.6384	78.6784	2283794
GUT_GENOME206720	GUT_GENOME206720_00055	404	23	11.0937	2.5635	0.487053	523846
GUT_GENOME206720	GUT_GENOME206720_00056	155	127	14.1797	13.2582	50.232	28890
GUT_GENOME206720	GUT_GENOME206720_00057	53	0	0	0	0	0
GUT_GENOME206720	GUT_GENOME206720_00058	274	462	15.1537	15.1736	222.168	523846
GUT_GENOME206720	GUT_GENOME206720_00059	311	18	10.6096	0.511664	0	0
GUT_GENOME206720	GUT_GENOME206720_00060	118	2	1.90171	0	0	0
GUT_GENOME206720	GUT_GENOME206720_00061	144	461	13.1067	14.2333	287.997	131567
GUT_GENOME206720	GUT_GENOME206720_00062	388	329	12.0922	13.3766	145.386	131567
GUT_GENOME206720	GUT_GENOME206720_00063	144	9	6.43289	0	0	0
GUT_GENOME206720	GUT_GENOME206720_00064	358	2	1.95147	0	0	0
GUT_GENOME206720	GUT_GENOME206720_00065	427	46	13.1313	17.1129	2.50806	523846
GUT_GENOME206720	GUT_GENOME206720_00066	286	37	14.0876	10.0997	0.52921	523846
