sample	protein	length	hits	self	close	distal	match
GUT_GENOME103553	GUT_GENOME103553_00001	512	4	1	2.1005	0	0
GUT_GENOME103553	GUT_GENOME103553_00002	772	42	0.998639	12.7971	14.0204	2159
GUT_GENOME103553	GUT_GENOME103553_00003	377	13	0.992331	4.6181	2.85583	2160
GUT_GENOME103553	GUT_GENOME103553_00004	169	394	0.997126	3.00575	205.437	131567
GUT_GENOME103553	GUT_GENOME103553_00005	248	14	0.987976	7.99599	0	0
GUT_GENOME103553	GUT_GENOME103553_00006	620	38	0.982293	11.656	10.801	2158
GUT_GENOME103553	GUT_GENOME103553_00007	132	27	0.996283	10.1822	7.87361	2159
GUT_GENOME103553	GUT_GENOME103553_00008	431	37	0.998815	12.5284	10.5735	2159
GUT_GENOME103553	GUT_GENOME103553_00009	268	5	1	2.49696	0	0
GUT_GENOME103553	GUT_GENOME103553_00010	283	55	0.985533	9.79747	19.1374	2158
GUT_GENOME103553	GUT_GENOME103553_00011	227	9	0.979775	5.34831	0	0
GUT_GENOME103553	GUT_GENOME103553_00012	484	35	0.984204	10.4022	10.2442	2160
GUT_GENOME103553	GUT_GENOME103553_00013	315	317	0.993641	12.6598	160.847	2159
GUT_GENOME103553	GUT_GENOME103553_00014	124	0	0	0	0	0
GUT_GENOME103553	GUT_GENOME103553_00015	319	33	1	9.93964	8.97716	2158
GUT_GENOME103553	GUT_GENOME103553_00016	241	34	0.997904	13.2075	9.75262	2159
GUT_GENOME103553	GUT_GENOME103553_00017	681	1	0.988051	0	0	0
GUT_GENOME103553	GUT_GENOME103553_00018	951	44	0.996915	12.6643	17.2653	2159
GUT_GENOME103553	GUT_GENOME103553_00019	266	36	0.996169	9.03257	9.81418	28890
GUT_GENOME103553	GUT_GENOME103553_00020	335	51	1	13.1346	17.9499	2158
GUT_GENOME103553	GUT_GENOME103553_00021	1055	2	0.988878	0.87766	0	0
GUT_GENOME103553	GUT_GENOME103553_00022	212	23	1	11.3454	3.72464	2160
GUT_GENOME103553	GUT_GENOME103553_00023	713	11	0.992481	5.79925	0	0
GUT_GENOME103553	GUT_GENOME103553_00024	295	19	0.991568	6.33558	4.16526	2160
GUT_GENOME103553	GUT_GENOME103553_00025	396	221	0.997433	14.0064	108.588	2159
GUT_GENOME103553	GUT_GENOME103553_00026	132	3	0.988679	1.66792	0	0
GUT_GENOME103553	GUT_GENOME103553_00027	339	2	0.998314	0.581788	0	0
GUT_GENOME103553	GUT_GENOME103553_00028	355	56	0.992928	13.3069	22.7412	2159
GUT_GENOME103553	GUT_GENOME103553_00029	198	46	1	10.8834	16.6551	2159
GUT_GENOME103553	GUT_GENOME103553_00030	454	93	0.998866	11.8469	40.5556	2159
GUT_GENOME103553	GUT_GENOME103553_00031	143	2	0.981343	0.902985	0	0
GUT_GENOME103553	GUT_GENOME103553_00032	314	1	0.989286	0	0	0
GUT_GENOME103553	GUT_GENOME103553_00033	66	0	0	0	0	0
GUT_GENOME103553	GUT_GENOME103553_00034	65	0	0	0	0	0
GUT_GENOME103553	GUT_GENOME103553_00036	420	42	1	13.3325	14.1028	2159
GUT_GENOME103553	GUT_GENOME103553_00037	129	20	1	12.3086	2.64062	2159
GUT_GENOME103553	GUT_GENOME103553_00038	407	17	0.992674	9.30891	0.460317	680118
GUT_GENOME103553	GUT_GENOME103553_00039	815	31	0.996762	11.5013	6.69948	131567
GUT_GENOME103553	GUT_GENOME103553_00040	283	2	1	0.936214	0	0
GUT_GENOME103553	GUT_GENOME103553_00041	450	131	1	14.1471	63.6821	2159
GUT_GENOME103553	GUT_GENOME103553_00042	67	0	0	0	0	0
GUT_GENOME103553	GUT_GENOME103553_00043	242	2	1	0.969773	0	0
GUT_GENOME103553	GUT_GENOME103553_00044	248	2	0.995565	0.906874	0	0
GUT_GENOME103553	GUT_GENOME103553_00045	132	2	1	0.855967	0	0
GUT_GENOME103553	GUT_GENOME103553_00046	502	460	1	9.08563	275.09	1239
GUT_GENOME103553	GUT_GENOME103553_00047	194	452	1	8.1359	258.946	131567
GUT_GENOME103553	GUT_GENOME103553_00048	335	453	0.995298	9.03292	280.357	2
GUT_GENOME103553	GUT_GENOME103553_00049	266	445	0.963928	7.1523	233.663	2
GUT_GENOME103553	GUT_GENOME103553_00050	593	436	0.66695	6.38148	215.198	1783272
GUT_GENOME103553	GUT_GENOME103553_00051	257	447	0.976143	9.64215	263.111	1239
GUT_GENOME103553	GUT_GENOME103553_00052	96	1	0.99495	0	0	0
GUT_GENOME103553	GUT_GENOME103553_00053	449	7	1	3.60623	0	0
GUT_GENOME103553	GUT_GENOME103553_00054	243	25	1	3.912	9.298	2158
GUT_GENOME103553	GUT_GENOME103553_00055	244	36	1	12.3418	13.6835	2159
GUT_GENOME103553	GUT_GENOME103553_00056	281	10	0.998141	4.67286	0.466543	392018
GUT_GENOME103553	GUT_GENOME103553_00057	92	14	0	12.801	0	0
GUT_GENOME103553	GUT_GENOME103553_00058	59	0	0	0	0	0
GUT_GENOME103553	GUT_GENOME103553_00059	265	38	1	14.2158	13.8189	2159
GUT_GENOME103553	GUT_GENOME103553_00060	58	0	0	0	0	0
GUT_GENOME103553	GUT_GENOME103553_00061	256	35	0.995968	11.0968	11.9516	2159
GUT_GENOME103553	GUT_GENOME103553_00062	199	3	0.989848	1.41117	0	0
GUT_GENOME103553	GUT_GENOME103553_00063	395	50	0.995068	13.3896	17.164	2159
GUT_GENOME103553	GUT_GENOME103553_00064	676	13	0.981833	6.8076	0.479769	868131
