sample	protein	length	hits	self	close	distal	match
GUT_GENOME139679	GUT_GENOME139679_00001	527	41	1	14.126	15.8022	2159
GUT_GENOME139679	GUT_GENOME139679_00002	158	163	0.993711	11.5629	79.0377	2160
GUT_GENOME139679	GUT_GENOME139679_00003	252	3	0.769575	1.36689	0	0
GUT_GENOME139679	GUT_GENOME139679_00004	1097	45	0.995375	13.2567	17.2544	2159
GUT_GENOME139679	GUT_GENOME139679_00005	772	43	1	14.9335	17.2946	2159
GUT_GENOME139679	GUT_GENOME139679_00006	203	3	0.971429	1.73766	0	0
GUT_GENOME139679	GUT_GENOME139679_00007	70	0	0	0	0	0
GUT_GENOME139679	GUT_GENOME139679_00008	356	378	0.997076	7.24269	209.012	2316
GUT_GENOME139679	GUT_GENOME139679_00009	98	2	0.994652	0.941176	0	0
GUT_GENOME139679	GUT_GENOME139679_00010	98	3	0.989744	1.84615	0	0
GUT_GENOME139679	GUT_GENOME139679_00011	114	2	1	0.976077	0	0
GUT_GENOME139679	GUT_GENOME139679_00012	215	55	1	10.019	18.7548	2159
GUT_GENOME139679	GUT_GENOME139679_00013	306	27	0.987868	10.5182	3.91508	2158
GUT_GENOME139679	GUT_GENOME139679_00014	193	41	0.986877	12.2677	11.4567	2160
GUT_GENOME139679	GUT_GENOME139679_00015	286	37	1	13.1134	10.6667	2160
GUT_GENOME139679	GUT_GENOME139679_00016	427	42	1	12.1475	17.8162	2159
GUT_GENOME139679	GUT_GENOME139679_00017	358	3	0.99269	1.45906	0	0
GUT_GENOME139679	GUT_GENOME139679_00018	134	8	1	5.26071	0	0
GUT_GENOME139679	GUT_GENOME139679_00019	388	314	0.996114	11.1244	151.409	2158
GUT_GENOME139679	GUT_GENOME139679_00020	144	461	0.993355	12.2525	302.814	131567
GUT_GENOME139679	GUT_GENOME139679_00021	459	12	0.9988	6.65546	0	0
GUT_GENOME139679	GUT_GENOME139679_00022	116	2	1	0.908297	0	0
GUT_GENOME139679	GUT_GENOME139679_00023	311	19	0.985937	10.1062	0.509375	2731220
GUT_GENOME139679	GUT_GENOME139679_00024	274	414	0.998182	14.2182	212.22	2158
GUT_GENOME139679	GUT_GENOME139679_00025	53	0	0	0	0	0
GUT_GENOME139679	GUT_GENOME139679_00026	155	144	0.990132	13.3849	74.4671	2160
GUT_GENOME139679	GUT_GENOME139679_00027	404	26	0.983911	10.1077	4.46163	2160
GUT_GENOME139679	GUT_GENOME139679_00028	447	181	1	12.5573	89.3506	2159
GUT_GENOME139679	GUT_GENOME139679_00029	189	92	1	12.4538	40.5154	2283794
GUT_GENOME139679	GUT_GENOME139679_00030	334	41	1	13.8858	13.8935	2160
GUT_GENOME139679	GUT_GENOME139679_00031	190	23	1	10.0931	3.50532	2160
GUT_GENOME139679	GUT_GENOME139679_00032	95	2	0.994681	0.989362	0	0
GUT_GENOME139679	GUT_GENOME139679_00033	142	14	1	8.85366	0	0
GUT_GENOME139679	GUT_GENOME139679_00034	104	2	1	0.977876	0	0
GUT_GENOME139679	GUT_GENOME139679_00035	337	2	1	0.757377	0	0
GUT_GENOME139679	GUT_GENOME139679_00037	612	42	0.996756	12.6999	13.4785	2159
GUT_GENOME139679	GUT_GENOME139679_00038	108	1	0.977064	0	0	0
GUT_GENOME139679	GUT_GENOME139679_00039	184	3	0.512064	0.509383	0.493298	1789762
GUT_GENOME139679	GUT_GENOME139679_00040	47	0	0	0	0	0
GUT_GENOME139679	GUT_GENOME139679_00041	234	32	0.993348	9.90466	9.24834	2160
GUT_GENOME139679	GUT_GENOME139679_00042	255	18	0.992172	10.6125	0.483366	392018
GUT_GENOME139679	GUT_GENOME139679_00043	408	70	0.996377	12.3635	36.4396	2283794
GUT_GENOME139679	GUT_GENOME139679_00044	137	18	0.981343	10.3209	2.52985	131567
GUT_GENOME139679	GUT_GENOME139679_00045	389	5	0	2.42876	1.33031	1789762
GUT_GENOME139679	GUT_GENOME139679_00046	381	15	0.953615	8.85266	0	0
GUT_GENOME139679	GUT_GENOME139679_00047	405	34	0.994975	11.7814	8.13442	2159
GUT_GENOME139679	GUT_GENOME139679_00048	716	46	0.998572	13.5432	18.4168	2158
GUT_GENOME139679	GUT_GENOME139679_00049	1090	46	1	11.8798	17.8681	2159
GUT_GENOME139679	GUT_GENOME139679_00050	401	466	0.993598	11.6645	246.778	2159
GUT_GENOME139679	GUT_GENOME139679_00051	117	2	0.991416	0.935622	0	0
GUT_GENOME139679	GUT_GENOME139679_00052	233	38	0.986985	12.5662	11.898	2158
GUT_GENOME139679	GUT_GENOME139679_00053	422	136	0.99878	12.9707	64.85	2283794
GUT_GENOME139679	GUT_GENOME139679_00054	662	284	1	14.6064	137.093	2158
GUT_GENOME139679	GUT_GENOME139679_00055	301	10	1	6.01083	0	0
GUT_GENOME139679	GUT_GENOME139679_00056	51	0	0	0	0	0
GUT_GENOME139679	GUT_GENOME139679_00057	311	454	1	15.6634	248.33	2158
GUT_GENOME139679	GUT_GENOME139679_00058	793	10	0.956157	5.23017	0	0
GUT_GENOME139679	GUT_GENOME139679_00059	467	32	1	11.4516	8.32088	131567
GUT_GENOME139679	GUT_GENOME139679_00060	285	51	1	10.6417	16.7809	131567
GUT_GENOME139679	GUT_GENOME139679_00061	321	62	0.987441	12.5777	21.8493	131567
GUT_GENOME139679	GUT_GENOME139679_00062	320	7	0.991974	3.92295	0	0
GUT_GENOME139679	GUT_GENOME139679_00063	364	7	0.993075	4.25069	0	0
GUT_GENOME139679	GUT_GENOME139679_00064	586	4	0.99481	2.22491	0	0
GUT_GENOME139679	GUT_GENOME139679_00065	261	14	1	5.4879	2.62298	2160
GUT_GENOME139679	GUT_GENOME139679_00066	344	6	0.991098	3.1632	0	0
GUT_GENOME139679	GUT_GENOME139679_00067	348	4	0.98987	2.15195	0	0
GUT_GENOME139679	GUT_GENOME139679_00068	502	4	0.995927	2.07536	0	0
GUT_GENOME139679	GUT_GENOME139679_00069	533	4	0.996255	2.15356	0	0
GUT_GENOME139679	GUT_GENOME139679_00070	346	4	0.991561	2.45007	0	0
GUT_GENOME139679	GUT_GENOME139679_00071	92	2	1	0.966851	0	0
GUT_GENOME139679	GUT_GENOME139679_00072	104	0	0	0	0	0
GUT_GENOME139679	GUT_GENOME139679_00073	512	4	0.995103	2.12635	0	0
GUT_GENOME139679	GUT_GENOME139679_00074	369	4	0.997264	2.49795	0	0
GUT_GENOME139679	GUT_GENOME139679_00075	855	4	0.997121	2.33564	0	0
GUT_GENOME139679	GUT_GENOME139679_00076	512	4	0.989701	2.32544	0	0
GUT_GENOME139679	GUT_GENOME139679_00077	477	3	1	1.52463	0	0
GUT_GENOME139679	GUT_GENOME139679_00078	377	2	0.978466	0.974428	0	0
GUT_GENOME139679	GUT_GENOME139679_00079	334	466	0.984058	13.2304	324.397	131567
GUT_GENOME139679	GUT_GENOME139679_00080	188	420	0.984848	11.2904	263.258	131567
GUT_GENOME139679	GUT_GENOME139679_00081	289	451	1	14.0977	321.583	131567
GUT_GENOME139679	GUT_GENOME139679_00082	1910	3	0.977975	1.83038	0	0
GUT_GENOME139679	GUT_GENOME139679_00083	2114	2	0.979058	0.981301	0	0
GUT_GENOME139679	GUT_GENOME139679_00084	1874	2	0.983612	0.986085	0	0
GUT_GENOME139679	GUT_GENOME139679_00085	1491	2	0.963896	0.965777	0	0
GUT_GENOME139679	GUT_GENOME139679_00086	1592	6	0.991634	3.28925	0	0
GUT_GENOME139679	GUT_GENOME139679_00088	175	2	1	0.845283	0	0
GUT_GENOME139679	GUT_GENOME139679_00089	133	6	0.990431	4.38278	0	0
GUT_GENOME139679	GUT_GENOME139679_00090	306	27	1	10.86	5.85333	2159
GUT_GENOME139679	GUT_GENOME139679_00091	285	106	0.996497	11.2995	47.5359	2158
GUT_GENOME139679	GUT_GENOME139679_00092	276	40	0.996448	11.4085	13.0728	2158
GUT_GENOME139679	GUT_GENOME139679_00093	157	34	0.993958	11.435	12.2326	2159
GUT_GENOME139679	GUT_GENOME139679_00094	405	42	0.99877	11.4785	18.4219	2159
GUT_GENOME139679	GUT_GENOME139679_00095	177	1	0.96	0	0	0
GUT_GENOME139679	GUT_GENOME139679_00098	116	3	1	1.72646	0	0
GUT_GENOME139679	GUT_GENOME139679_00099	676	13	0.983471	6.78264	0.478512	868131
GUT_GENOME139679	GUT_GENOME139679_00100	395	50	0.997534	13.4464	17.2491	2159
GUT_GENOME139679	GUT_GENOME139679_00101	199	3	1	1.43003	0	0
GUT_GENOME139679	GUT_GENOME139679_00102	256	35	1	11.1391	11.9476	2159
GUT_GENOME139679	GUT_GENOME139679_00103	58	0	0	0	0	0
GUT_GENOME139679	GUT_GENOME139679_00104	265	38	1	14.2158	13.8189	2159
GUT_GENOME139679	GUT_GENOME139679_00105	59	0	0	0	0	0
GUT_GENOME139679	GUT_GENOME139679_00106	92	14	0	12.801	0	0
GUT_GENOME139679	GUT_GENOME139679_00107	281	10	0.996283	4.66357	0.464684	392018
GUT_GENOME139679	GUT_GENOME139679_00108	244	36	0.99789	12.3376	13.6688	2159
GUT_GENOME139679	GUT_GENOME139679_00109	243	32	0.987976	3.92786	12.5752	2158
GUT_GENOME139679	GUT_GENOME139679_00110	449	7	0.994438	3.59511	0	0
