sample	protein	length	hits	self	close	distal	match
GUT_GENOME258563	GUT_GENOME258563_00001	400	2	1	0.537201	0	0
GUT_GENOME258563	GUT_GENOME258563_00002	475	7	0.971739	3.94783	0	0
GUT_GENOME258563	GUT_GENOME258563_00003	1075	1	0.967167	0	0	0
GUT_GENOME258563	GUT_GENOME258563_00004	71	0	0	0	0	0
GUT_GENOME258563	GUT_GENOME258563_00005	161	17	1	10	1.13333	2160
GUT_GENOME258563	GUT_GENOME258563_00006	339	74	0.996885	12.4081	31.2679	2158
GUT_GENOME258563	GUT_GENOME258563_00007	410	37	0.963051	11.0787	9.29559	28890
GUT_GENOME258563	GUT_GENOME258563_00008	453	104	0.993143	5.38857	49.12	1239
GUT_GENOME258563	GUT_GENOME258563_00009	138	1	0.853047	0	0	0
GUT_GENOME258563	GUT_GENOME258563_00010	263	18	0.981685	4.29304	5.36081	1239
GUT_GENOME258563	GUT_GENOME258563_00011	376	157	0.997406	2.45785	77.7549	131567
GUT_GENOME258563	GUT_GENOME258563_00012	538	474	0.99816	13.8546	261.707	2158
GUT_GENOME258563	GUT_GENOME258563_00013	289	5	0	2.87861	0	0
GUT_GENOME258563	GUT_GENOME258563_00014	142	2	0.985294	0.860294	0	0
GUT_GENOME258563	GUT_GENOME258563_00015	249	2	0.981964	0.915832	0	0
GUT_GENOME258563	GUT_GENOME258563_00016	268	7	1	4.06024	0	0
GUT_GENOME258563	GUT_GENOME258563_00017	226	71	0.993274	12.5314	28.9865	2159
GUT_GENOME258563	GUT_GENOME258563_00018	180	17	0.99403	9.73731	0.507463	680118
GUT_GENOME258563	GUT_GENOME258563_00019	244	177	0.997836	12.0801	80.0758	2157
GUT_GENOME258563	GUT_GENOME258563_00020	127	2	1	0.957447	0	0
GUT_GENOME258563	GUT_GENOME258563_00021	351	15	0.987087	8.08895	0	0
GUT_GENOME258563	GUT_GENOME258563_00022	507	2	0.987179	0.939103	0	0
GUT_GENOME258563	GUT_GENOME258563_00023	258	7	0.920502	3.36402	0	0
GUT_GENOME258563	GUT_GENOME258563_00024	359	18	0.998613	7.85992	2.61026	2160
GUT_GENOME258563	GUT_GENOME258563_00025	343	122	0	12.7047	57.3562	2159
GUT_GENOME258563	GUT_GENOME258563_00026	139	64	0.99322	7.87119	30.6102	28890
GUT_GENOME258563	GUT_GENOME258563_00027	161	93	0.990854	12.8537	40.4024	131567
GUT_GENOME258563	GUT_GENOME258563_00028	69	0	0	0	0	0
GUT_GENOME258563	GUT_GENOME258563_00029	761	1	0.943475	0	0	0
GUT_GENOME258563	GUT_GENOME258563_00030	145	18	1	11.1745	1.22545	2160
GUT_GENOME258563	GUT_GENOME258563_00031	179	234	0.994398	12.2325	114.852	2158
GUT_GENOME258563	GUT_GENOME258563_00032	238	6	1	3.36266	0	0
GUT_GENOME258563	GUT_GENOME258563_00033	223	6	0.995227	3.01432	0	0
GUT_GENOME258563	GUT_GENOME258563_00034	171	50	1	13.6023	18.0403	2159
GUT_GENOME258563	GUT_GENOME258563_00035	96	0	0	0	0	0
