sample	protein	length	hits	self	close	distal	match
GUT_GENOME088370	GUT_GENOME088370_00001	321	140	13.3905	19.2032	52.8587	523846
GUT_GENOME088370	GUT_GENOME088370_00002	263	11	7.00384	0	0	0
GUT_GENOME088370	GUT_GENOME088370_00003	360	33	12.4682	8.17185	0	0
GUT_GENOME088370	GUT_GENOME088370_00004	430	2	1.85411	0	0	0
GUT_GENOME088370	GUT_GENOME088370_00005	160	6	4.93496	0	0	0
GUT_GENOME088370	GUT_GENOME088370_00006	426	15	9.43824	1.03088	0	0
GUT_GENOME088370	GUT_GENOME088370_00007	244	7	4.91266	0	0	0
GUT_GENOME088370	GUT_GENOME088370_00008	203	5	3.54717	0	0	0
GUT_GENOME088370	GUT_GENOME088370_00009	153	2	1.875	0	0	0
GUT_GENOME088370	GUT_GENOME088370_00010	288	17	11.2124	0.532743	0	0
GUT_GENOME088370	GUT_GENOME088370_00011	67	0	0	0	0	0
GUT_GENOME088370	GUT_GENOME088370_00012	305	42	12.7211	14.863	0.531353	523846
GUT_GENOME088370	GUT_GENOME088370_00013	385	11	8.37216	0	0	0
GUT_GENOME088370	GUT_GENOME088370_00014	285	37	10.8243	13.4547	0.626812	523846
GUT_GENOME088370	GUT_GENOME088370_00015	534	42	12.4446	12.7115	0.539745	523846
GUT_GENOME088370	GUT_GENOME088370_00016	174	153	12.9795	16.3187	62.9269	28890
GUT_GENOME088370	GUT_GENOME088370_00017	80	7	6.66298	0	0	0
GUT_GENOME088370	GUT_GENOME088370_00018	381	225	14.4749	17.8195	95.0733	523846
GUT_GENOME088370	GUT_GENOME088370_00019	288	395	15.412	14.1932	192.766	2283794
GUT_GENOME088370	GUT_GENOME088370_00020	167	7	5.19477	0	0	0
GUT_GENOME088370	GUT_GENOME088370_00021	81	1	1	0	0	0
GUT_GENOME088370	GUT_GENOME088370_00022	276	78	14.4092	16.5725	18.0404	523846
GUT_GENOME088370	GUT_GENOME088370_00023	230	3	2.57466	0	0	0
GUT_GENOME088370	GUT_GENOME088370_00024	249	447	8.3442	14.9409	282.79	131567
GUT_GENOME088370	GUT_GENOME088370_00025	282	34	9.5	13.7637	1.68776	523846
GUT_GENOME088370	GUT_GENOME088370_00026	291	164	7.84288	14.2329	63.3124	131567
GUT_GENOME088370	GUT_GENOME088370_00027	269	49	8.55424	14.1558	5.61144	523846
GUT_GENOME088370	GUT_GENOME088370_00028	293	33	9.43915	10.5608	0.500882	523846
GUT_GENOME088370	GUT_GENOME088370_00029	267	5	3.37056	0	0	0
GUT_GENOME088370	GUT_GENOME088370_00030	500	35	8.508	7.262	6.724	28890
GUT_GENOME088370	GUT_GENOME088370_00031	337	46	8.27861	6.36747	16.9578	28890
GUT_GENOME088370	GUT_GENOME088370_00032	332	46	8.38661	5.77017	14.2785	28890
GUT_GENOME088370	GUT_GENOME088370_00033	159	13	8.43087	1.11254	0	0
GUT_GENOME088370	GUT_GENOME088370_00034	261	9	6.52988	0	0	0
GUT_GENOME088370	GUT_GENOME088370_00035	231	9	6.15217	0	0	0
GUT_GENOME088370	GUT_GENOME088370_00036	212	21	8.2619	3.10476	2.01905	28890
GUT_GENOME088370	GUT_GENOME088370_00037	186	11	7.39084	0	0	0
GUT_GENOME088370	GUT_GENOME088370_00040	58	0	0	0	0	0
GUT_GENOME088370	GUT_GENOME088370_00041	262	7	4.62151	0	0	0
GUT_GENOME088370	GUT_GENOME088370_00042	428	20	13.4323	0	0	0
GUT_GENOME088370	GUT_GENOME088370_00043	338	456	5.20402	0.650862	226.563	2
GUT_GENOME088370	GUT_GENOME088370_00044	213	99	13.0758	14.9682	28.8509	523846
GUT_GENOME088370	GUT_GENOME088370_00045	101	2	2	0	0	0
GUT_GENOME088370	GUT_GENOME088370_00046	276	18	9.55773	1.92955	0	0
GUT_GENOME088370	GUT_GENOME088370_00047	281	84	12.0126	15.4505	20.2432	2283794
GUT_GENOME088370	GUT_GENOME088370_00048	66	0	0	0	0	0
GUT_GENOME088370	GUT_GENOME088370_00049	76	0	0	0	0	0
GUT_GENOME088370	GUT_GENOME088370_00050	671	44	13.655	5.35194	8.66744	131567
GUT_GENOME088370	GUT_GENOME088370_00051	238	14	9.55165	0	0	0
GUT_GENOME088370	GUT_GENOME088370_00052	314	151	6.2813	0.538211	67.4341	1239
GUT_GENOME088370	GUT_GENOME088370_00053	240	3	2.39159	0	0	0
GUT_GENOME088370	GUT_GENOME088370_00054	240	3	2.39821	0	0	0
GUT_GENOME088370	GUT_GENOME088370_00055	305	37	8.67433	7.82375	0	0
GUT_GENOME088370	GUT_GENOME088370_00056	488	110	12.4465	14.1777	29.2891	523846
GUT_GENOME088370	GUT_GENOME088370_00057	317	7	4.87831	0	0	0
GUT_GENOME088370	GUT_GENOME088370_00058	417	28	13.7335	5.43855	0	0
GUT_GENOME088370	GUT_GENOME088370_00059	157	2	1.88103	0	0	0
GUT_GENOME088370	GUT_GENOME088370_00060	89	2	1.98204	0	0	0
GUT_GENOME088370	GUT_GENOME088370_00061	53	0	0	0	0	0
GUT_GENOME088370	GUT_GENOME088370_00062	190	27	11.3053	5.35263	0	0
GUT_GENOME088370	GUT_GENOME088370_00063	108	4	3.60648	0	0	0
GUT_GENOME088370	GUT_GENOME088370_00064	120	2	1.9322	0	0	0
GUT_GENOME088370	GUT_GENOME088370_00065	592	251	15.237	18.5415	108.143	2283794
GUT_GENOME088370	GUT_GENOME088370_00066	125	7	5.975	0	0	0
GUT_GENOME088370	GUT_GENOME088370_00067	251	6	4.47059	0	0	0
GUT_GENOME088370	GUT_GENOME088370_00068	395	42	11.8234	15.2948	0.554003	523846
GUT_GENOME088370	GUT_GENOME088370_00069	234	39	12.3486	10.8192	0.553377	523846
GUT_GENOME088370	GUT_GENOME088370_00070	193	15	8.928	0	0.477333	523846
GUT_GENOME088370	GUT_GENOME088370_00071	188	29	13.3739	6.54391	0	0
GUT_GENOME088370	GUT_GENOME088370_00072	81	0	0	0	0	0
GUT_GENOME088370	GUT_GENOME088370_00073	364	352	14.5155	16.6622	196.817	28890
GUT_GENOME088370	GUT_GENOME088370_00074	75	0	0	0	0	0
GUT_GENOME088370	GUT_GENOME088370_00075	52	0	0	0	0	0
GUT_GENOME088370	GUT_GENOME088370_00076	77	0	0	0	0	0
GUT_GENOME088370	GUT_GENOME088370_00077	62	0	0	0	0	0
GUT_GENOME088370	GUT_GENOME088370_00078	93	0	0	0	0	0
GUT_GENOME088370	GUT_GENOME088370_00079	64	0	0	0	0	0
GUT_GENOME088370	GUT_GENOME088370_00080	85	0	0	0	0	0
GUT_GENOME088370	GUT_GENOME088370_00081	381	37	11.1643	11.5684	0.494133	523846
GUT_GENOME088370	GUT_GENOME088370_00082	395	7	4.60028	0	0	0
GUT_GENOME088370	GUT_GENOME088370_00083	897	44	14.2396	15.8057	0.546473	523846
GUT_GENOME088370	GUT_GENOME088370_00084	101	0	0	0	0	0
GUT_GENOME088370	GUT_GENOME088370_00085	335	130	13.7299	11.8084	40.908	523846
GUT_GENOME088370	GUT_GENOME088370_00086	212	93	14.5636	13.2394	32.0873	2283794
GUT_GENOME088370	GUT_GENOME088370_00087	160	189	13.262	14.5783	89.4792	523846
GUT_GENOME088370	GUT_GENOME088370_00088	156	33	12.6621	12.0956	0.726962	523846
GUT_GENOME088370	GUT_GENOME088370_00089	59	0	0	0	0	0
GUT_GENOME088370	GUT_GENOME088370_00090	377	466	13.0476	12.8026	219.61	523846
GUT_GENOME088370	GUT_GENOME088370_00091	313	91	14.6236	15.7591	25.0787	523846
GUT_GENOME088370	GUT_GENOME088370_00092	189	35	10.3616	10.1562	1.05479	523846
GUT_GENOME088370	GUT_GENOME088370_00093	285	39	14.1288	10.4293	0	0
GUT_GENOME088370	GUT_GENOME088370_00094	173	21	8.72174	4.13913	0	0
GUT_GENOME088370	GUT_GENOME088370_00095	164	17	10.379	0.550955	0.570064	523846
GUT_GENOME088370	GUT_GENOME088370_00096	304	46	13.1707	15.8553	0.526829	523846
GUT_GENOME088370	GUT_GENOME088370_00097	94	2	1.97207	0	0	0
GUT_GENOME088370	GUT_GENOME088370_00099	167	34	12.0969	10.3313	0.553125	523846
GUT_GENOME088370	GUT_GENOME088370_00100	91	1	1	0	0	0
GUT_GENOME088370	GUT_GENOME088370_00101	433	16	10.6026	0	0	0
GUT_GENOME088370	GUT_GENOME088370_00102	348	15	8.35618	0.946349	0	0
GUT_GENOME088370	GUT_GENOME088370_00103	320	27	10.7179	3.73237	0.445513	523846
GUT_GENOME088370	GUT_GENOME088370_00104	353	42	13.6934	14.4102	0.618978	523846
GUT_GENOME088370	GUT_GENOME088370_00105	436	15	9.38235	0	0.497647	523846
GUT_GENOME088370	GUT_GENOME088370_00106	730	404	13.174	16.0661	199.643	523846
GUT_GENOME088370	GUT_GENOME088370_00107	141	19	6.87132	0	5.70588	131567
GUT_GENOME088370	GUT_GENOME088370_00108	108	2	1.6093	0	0	0
GUT_GENOME088370	GUT_GENOME088370_00109	277	30	6.98361	9.19126	2.2204	570266
GUT_GENOME088370	GUT_GENOME088370_00110	424	464	14.8125	15.5889	227.212	131567
GUT_GENOME088370	GUT_GENOME088370_00111	551	41	13.2103	12.8028	0.585916	523846
GUT_GENOME088370	GUT_GENOME088370_00112	212	6	3.82338	0.572139	0	0
GUT_GENOME088370	GUT_GENOME088370_00113	131	6	4.75934	0	0	0
GUT_GENOME088370	GUT_GENOME088370_00114	454	64	13.3301	17.1248	12.2041	523846
GUT_GENOME088370	GUT_GENOME088370_00115	287	3	2.225	0	0	0
GUT_GENOME088370	GUT_GENOME088370_00116	207	3	2.40244	0	0	0
GUT_GENOME088370	GUT_GENOME088370_00117	378	7	5.79843	0	0	0
GUT_GENOME088370	GUT_GENOME088370_00118	234	19	10.8602	1.0086	0.522581	523846
GUT_GENOME088370	GUT_GENOME088370_00119	366	47	12.2462	15.4205	3.11203	523846
GUT_GENOME088370	GUT_GENOME088370_00120	158	9	7.14337	0	0	0
GUT_GENOME088370	GUT_GENOME088370_00121	429	72	12.5	14.307	12.7627	523846
GUT_GENOME088370	GUT_GENOME088370_00122	457	44	13.9477	14.6329	0.551724	523846
GUT_GENOME088370	GUT_GENOME088370_00123	412	64	15.3534	16.2697	11.2118	523846
GUT_GENOME088370	GUT_GENOME088370_00124	62	0	0	0	0	0
GUT_GENOME088370	GUT_GENOME088370_00125	232	36	12.154	12.1564	0	0
GUT_GENOME088370	GUT_GENOME088370_00126	212	49	8.0475	7.89	7.94	1783272
GUT_GENOME088370	GUT_GENOME088370_00127	193	35	13.5189	11.5243	1.1	523846
GUT_GENOME088370	GUT_GENOME088370_00128	120	0	0	0	0	0
GUT_GENOME088370	GUT_GENOME088370_00130	107	2	1.92488	0	0	0
GUT_GENOME088370	GUT_GENOME088370_00131	189	80	9.08488	11.3369	28.7984	131567
GUT_GENOME088370	GUT_GENOME088370_00132	252	101	11.6078	12.7255	29.9784	131567
GUT_GENOME088370	GUT_GENOME088370_00133	482	408	14.2294	16.7049	196.208	28890
GUT_GENOME088370	GUT_GENOME088370_00134	106	2	1.98352	0	0	0
GUT_GENOME088370	GUT_GENOME088370_00135	140	8	5.90253	0	0	0
GUT_GENOME088370	GUT_GENOME088370_00136	59	0	0	0	0	0
GUT_GENOME088370	GUT_GENOME088370_00137	87	2	1.96739	0	0	0
GUT_GENOME088370	GUT_GENOME088370_00138	372	43	12.248	16.9155	0	0
GUT_GENOME088370	GUT_GENOME088370_00139	239	35	12.0833	8.22083	0.491667	523846
GUT_GENOME088370	GUT_GENOME088370_00140	189	3	2.94253	0	0	0
GUT_GENOME088370	GUT_GENOME088370_00141	217	5	3.08772	0	0	0
GUT_GENOME088370	GUT_GENOME088370_00142	224	10	3.10926	0	2.73159	186802
GUT_GENOME088370	GUT_GENOME088370_00143	380	60	12.8889	17.155	10.4486	2283794
GUT_GENOME088370	GUT_GENOME088370_00144	256	2	1.81797	0	0	0
GUT_GENOME088370	GUT_GENOME088370_00145	55	0	0	0	0	0
GUT_GENOME088370	GUT_GENOME088370_00146	136	6	4.66538	0	0	0
GUT_GENOME088370	GUT_GENOME088370_00147	169	2	1.86478	0	0	0
GUT_GENOME088370	GUT_GENOME088370_00148	96	2	1.91837	0	0	0
GUT_GENOME088370	GUT_GENOME088370_00149	512	7	4.6765	0	0	0
GUT_GENOME088370	GUT_GENOME088370_00150	151	35	14.1967	13.4667	0.593333	523846
GUT_GENOME088370	GUT_GENOME088370_00151	62	0	0	0	0	0
GUT_GENOME088370	GUT_GENOME088370_00152	108	0	0	0	0	0
GUT_GENOME088370	GUT_GENOME088370_00153	956	24	8.5936	0.62344	5.45741	186802
GUT_GENOME088370	GUT_GENOME088370_00154	128	12	6.74517	0.640927	1.30116	186802
GUT_GENOME088370	GUT_GENOME088370_00155	614	4	1.54478	1.00164	0	0
GUT_GENOME088370	GUT_GENOME088370_00156	594	6	1.2251	1.17155	0	0
GUT_GENOME088370	GUT_GENOME088370_00157	144	1	0.918149	0	0	0
GUT_GENOME088370	GUT_GENOME088370_00158	142	1	0.992806	0	0	0
GUT_GENOME088370	GUT_GENOME088370_00159	125	2	1.948	0	0	0
GUT_GENOME088370	GUT_GENOME088370_00160	485	13	6.3412	2.22961	0	0
GUT_GENOME088370	GUT_GENOME088370_00161	361	12	5.28711	2.14006	0	0
GUT_GENOME088370	GUT_GENOME088370_00162	479	202	11.9251	12.9822	61.4492	2283794
GUT_GENOME088370	GUT_GENOME088370_00163	146	4	3.36502	0	0	0
GUT_GENOME088370	GUT_GENOME088370_00164	74	0	0	0	0	0
GUT_GENOME088370	GUT_GENOME088370_00165	223	10	7.85366	0	0	0
GUT_GENOME088370	GUT_GENOME088370_00166	81	0	0	0	0	0
GUT_GENOME088370	GUT_GENOME088370_00167	51	0	0	0	0	0
GUT_GENOME088370	GUT_GENOME088370_00168	194	50	12.7378	13.1105	5.42416	2283794
GUT_GENOME088370	GUT_GENOME088370_00169	118	1	1	0	0	0
GUT_GENOME088370	GUT_GENOME088370_00170	145	162	10.8328	12.9532	78.6288	28890
GUT_GENOME088370	GUT_GENOME088370_00171	85	0	0	0	0	0
GUT_GENOME088370	GUT_GENOME088370_00172	121	11	8.81707	0	0	0
GUT_GENOME088370	GUT_GENOME088370_00173	136	7	4.00752	0	1.30827	186802
GUT_GENOME088370	GUT_GENOME088370_00174	181	9	5.98023	0	0	0
GUT_GENOME088370	GUT_GENOME088370_00175	364	194	15.0352	17.872	84.8467	28890
GUT_GENOME088370	GUT_GENOME088370_00176	922	11	7.23131	0	0	0
GUT_GENOME088370	GUT_GENOME088370_00177	716	44	12.1581	16.6845	0.560585	523846
GUT_GENOME088370	GUT_GENOME088370_00178	49	0	0	0	0	0
GUT_GENOME088370	GUT_GENOME088370_00179	529	24	11.2343	3.59414	0	0
GUT_GENOME088370	GUT_GENOME088370_00180	181	314	13.2529	12.5378	147.831	523846
GUT_GENOME088370	GUT_GENOME088370_00181	179	20	11.4162	1.98844	0	0
GUT_GENOME088370	GUT_GENOME088370_00182	390	70	13.1305	13.9608	17.9869	2283794
